package,count,api
org.pitest.reloc.asm,1,org.pitest:pitest
io.github.bakedlibs.dough.blocks,1,io.github.baked-libs:dough-api
com.oreilly.servlet,2,com.jfinal:cos
org.junit.jupiter.engine.config,1,org.junit.jupiter:junit-jupiter-engine
org.junit.jupiter.engine.execution,1,org.junit.jupiter:junit-jupiter-engine
moe.tristan.easyfxml.model,1,moe.tristan:easyfxml
org.wikidata.wdtk.storage.datastructures,1,org.wikidata.wdtk:wdtk-storage
cn.wizzer.iot.mqtt.server.store.session,1,cn.wizzer:mqtt-store
org.h2.engine,3,com.h2database:h2
org.red5.server.messaging,1,org.red5:red5-server-common
org.fxmisc.richtext,3,org.fxmisc.richtext:richtextfx
org.apache.pig.piggybank.storage,1,org.apache.pig:piggybank
net.lingala.zip4j.model,1,net.lingala.zip4j:zip4j
org.red5.server.stream,1,org.red5:red5-server-common
org.jpmml.model,1,org.jpmml:pmml-model
com.github.zafarkhaja.semver,5,com.github.zafarkhaja:java-semver
org.apache.axis2.context,1,org.apache.axis2:axis2-kernel
org.springframework.expression.spel,5,org.springframework:spring-expression
org.dmg.pmml.tree,1,org.jpmml:pmml-model
org.dmg.pmml.neural_network,1,org.jpmml:pmml-model
com.google.caliper.runner,7,com.google.caliper:caliper
org.hibernate.service,7,org.hibernate:hibernate-core
org.hsqldb.cmdline,1,org.hsqldb:sqltool
org.jdesktop.layout,3,org.swinglabs:swing-layout
io.undertow,9,io.undertow:undertow-core
com.tngtech.jgiven.junit.lang,1,com.tngtech.jgiven:jgiven-junit
com.ibm.etcd.client.lock,1,com.ibm.etcd:etcd-java
io.searchbox.client.config,4,io.searchbox:jest
com.axellience.vuegwt.core.client.vnode,1,com.axellience:vue-gwt
org.encog.engine,1,org.encog:encog-core
org.apache.commons.dbutils,5,commons-dbutils:commons-dbutils
net.schmizz.sshj,4,net.schmizz:sshj
org.apache.jena.riot.web,1,org.apache.jena:jena-arq
mst,1,net.sf.meka.thirdparty:mst
com.github.dockerjava.core,7,com.github.docker-java:docker-java
org.jdesktop.swingx.plaf,1,org.swinglabs.swingx:swingx-plaf
redis.clients.jedis.commands,4,redis.clients:jedis
org.nustaq.fastcast.impl,1,de.ruedigermoeller:fast-cast
com.sonar.orchestrator.build,5,org.sonarsource.orchestrator:sonar-orchestrator
org.sonarsource.analyzer.commons.regex,1,org.sonarsource.analyzer-commons:sonar-regex-parsing
org.sonar.python.checks,1,org.sonarsource.python:python-checks
org.apache.lucene.spatial.query,3,org.apache.lucene:lucene-spatial
org.springframework.data.elasticsearch.annotations,1,org.springframework.data:spring-data-elasticsearch
org.jooq.impl,4,org.jooq:jooq
org.dmg.pmml.regression,1,org.jpmml:pmml-model
gnu.trove.map,10,net.sf.trove4j:trove4j
com.insightfullogic.lambdabehave.expectations,2,com.insightfullogic:lambda-behave
org.pitest.mutationtest,1,org.pitest:pitest
net.schmizz.sshj.userauth,3,net.schmizz:sshj
top.crossoverjie.cicada.base.log,1,top.crossoverjie.opensource:cicada-base
com.healthmarketscience.common.util,1,com.healthmarketscience.sqlbuilder:sqlbuilder
com.github.fge.jsonschema.main,5,com.github.java-json-tools:json-schema-validator
com.sun.jna.platform.mac,1,net.java.dev.jna:jna-platform
org.pitest.functional.prelude,1,org.pitest:pitest
me.chanjar.weixin.mp.bean.message,4,com.github.binarywang:weixin-java-mp
org.luaj.vm2.script,2,org.luaj:luaj-jse
org.bytedeco.javacpp.annotation,2,org.bytedeco:javacpp
org.wikidata.wdtk.datamodel.interfaces,1,org.wikidata.wdtk:wdtk-datamodel
cn.wizzer.iot.mqtt.server.common.subscribe,1,cn.wizzer:mqtt-common
org.sql2o.converters,1,org.sql2o:sql2o
picard.cmdline,1,com.github.broadinstitute:picard
com.hazelcast.map,3,com.hazelcast:hazelcast
org.apache.shiro.session,10,org.apache.shiro:shiro-core
gnu.trove.set,7,net.sf.trove4j:trove4j
org.modelmapper.config,4,org.modelmapper:modelmapper
junitparams,9,pl.pragmatists:JUnitParams
org.tartarus.snowball,1,org.apache.lucene:lucene-analyzers-common
org.apache.jena.update,2,org.apache.jena:jena-arq
com.github.binarywang.wxpay.util,1,com.github.binarywang:weixin-java-pay
org.h2.jdbcx,13,com.h2database:h2
htsjdk.variant.vcf,1,com.github.samtools:htsjdk
org.red5.server.plugin,1,org.red5:red5-server-common
net.lingala.zip4j.util,1,net.lingala.zip4j:zip4j
me.chanjar.weixin.mp.config,3,com.github.binarywang:weixin-java-mp
weka.gui.visualize,1,nz.ac.waikato.cms.weka:weka-dev
com.fasterxml.jackson.databind.exc,8,com.fasterxml.jackson.core:jackson-databind
com.mitchellbosecke.pebble.spring.reactive,1,io.pebbletemplates:pebble-spring5
org.red5.server.service,1,org.red5:red5-server-common
net.objecthunter.exp4j,3,net.objecthunter:exp4j
com.github.binarywang.wxpay.bean.entpay,2,com.github.binarywang:weixin-java-pay
org.patchca.word,1,com.bladejava:blade-patchca
io.undertow.predicate,2,io.undertow:undertow-core
org.sonar.api.scanner,1,org.sonarsource.sonarqube:sonar-plugin-api
io.dropwizard.auth,2,io.dropwizard:dropwizard-auth
com.dell.doradus.service,1,com.dell.doradus:doradus-server
org.netbeans.spi.options,2,org.netbeans.api:org-netbeans-modules-options-api
com.google.testing.compile,14,com.google.testing.compile:compile-testing
org.rococoa.cocoa,2,org.rococoa:rococoa-core
org.kramerlab.bmad.general,1,org.kramerlab:bmad
org.apache.thrift.scheme,9,org.apache.thrift:libthrift
org.apache.jena.atlas.web,1,org.apache.jena:jena-arq
mulan.classifier.neural,1,net.sf.meka.thirdparty:mulan
org.patchca.color,1,com.bladejava:blade-patchca
com.tencentcloudapi.common,2,com.tencentcloudapi:tencentcloud-sdk-java
top.crossoverjie.cicada.server.action,1,top.crossoverjie.opensource:cicada-core
org.markdownj,1,org.markdownj:markdownj-core
org.robolectric.shadows,3,org.robolectric:robolectric
com.mitchellbosecke.pebble.spring.extension,1,io.pebbletemplates:pebble-spring5
com.axellience.vuegwt.core.client.directive,1,com.axellience:vue-gwt
org.hyperledger.fabric.sdk.helper,2,org.hyperledger.fabric-sdk-java:fabric-sdk-java
com.mitchellbosecke.pebble.spring.servlet,1,io.pebbletemplates:pebble-spring5
org.apache.ws.security,1,org.apache.ws.security:wss4j
com.sonar.orchestrator.locator,5,org.sonarsource.orchestrator:sonar-orchestrator
com.hazelcast.core,8,com.hazelcast:hazelcast
com.google.gwt.core.client,14,com.google.gwt:gwt-dev
org.apache.jena.riot.system,3,org.apache.jena:jena-arq
org.jpmml.evaluator,1,org.jpmml:pmml-evaluator
org.springframework.data.mapping.model,14,org.springframework.data:spring-data-commons
com.github.binarywang.wxpay.bean.result,3,com.github.binarywang:weixin-java-pay
jmodelgen.core,1,org.whiley:jmodelgen
com.hazelcast.spring.context,1,com.hazelcast:hazelcast-spring
org.springframework.data.mapping,14,org.springframework.data:spring-data-commons
htsjdk.samtools.util,2,com.github.samtools:htsjdk
org.apache.axis2.databinding,1,org.apache.axis2:axis2-adb
com.deepoove.poi.policy,1,com.deepoove:poi-tl
org.zapodot.junit.db,1,org.zapodot:embedded-db-junit
io.pkts.framer,1,io.pkts:pkts-core
com.sap.core.connectivity.api.configuration,1,com.sap.cloud:neo-java-web-api
com.healthmarketscience.sqlbuilder.dbspec,1,com.healthmarketscience.sqlbuilder:sqlbuilder
com.github.fracpete.jclipboardhelper,1,com.github.fracpete:jclipboardhelper
com.github.binarywang.wxpay.service,3,com.github.binarywang:weixin-java-pay
org.mybatis.generator.config,6,org.mybatis.generator:mybatis-generator-core
org.mybatis.generator.internal.util,5,org.mybatis.generator:mybatis-generator-core
org.python,5,org.python:jython-standalone
io.soabase.recordbuilder.processor,1,io.soabase.record-builder:record-builder-processor
org.nustaq.fastcast.api.util,1,de.ruedigermoeller:fast-cast
net.schmizz.sshj.common,4,net.schmizz:sshj
com.axellience.vuegwt.core.annotations.component,1,com.axellience:vue-gwt
br.com.swconsultoria.certificado.exception,1,br.com.swconsultoria:java_certificado
com.unboundid.ldap.sdk,4,com.unboundid:unboundid-ldapsdk
twitter4j.conf,3,org.twitter4j:twitter4j-core
org.reflections8.util,2,net.oneandone.reflections8:reflections8
com.insightfullogic.lambdabehave.codegen,1,com.insightfullogic:lambda-behave-codegen
org.mybatis.generator.api.dom,5,org.mybatis.generator:mybatis-generator-core
org.red5.codec,1,org.red5:red5-io
org.simmetrics.metrics,1,com.github.mpkorstanje:simmetrics-core
net.objecthunter.exp4j.function,1,net.objecthunter:exp4j
com.hazelcast.query,1,com.hazelcast:hazelcast
se.akerfeldt.okhttp.signpost,1,se.akerfeldt:okhttp-signpost
ws.schild.jave.filtergraphs,1,ws.schild:jave-core
picard.analysis,1,com.github.broadinstitute:picard
com.dell.doradus.search,1,com.dell.doradus:doradus-server
com.googlecode.jfilechooserbookmarks,1,com.github.fracpete:jfilechooser-bookmarks
dagger,9,com.squareup.dagger:dagger
org.red5.io.object,1,org.red5:red5-io
org.red5.io.utils,1,org.red5:red5-io
org.glassfish.jersey.media.multipart,4,org.glassfish.jersey.media:jersey-media-multipart
org.apache.axis2.transport.http,1,org.apache.axis2:axis2-transport-http
net.dongliu.requests.exception,1,net.dongliu:requests
com.hp.hpl.jena.update,1,org.apache.jena:jena-arq
org.sonar.api.notifications,1,org.sonarsource.sonarqube:sonar-plugin-api
cn.hutool.captcha,3,cn.hutool:hutool-all
org.red5.server.tomcat,1,org.red5:tomcatplugin
org.red5.io.m4a,1,org.red5:red5-io
org.sonar.javascript.checks.verifier,1,org.sonarsource.javascript:javascript-checks-testkit
org.sonar.sslr.tests,2,org.sonarsource.sslr:sslr-testing-harness
picard.metrics,1,com.github.broadinstitute:picard
org.thymeleaf.spring5.view,2,org.thymeleaf:thymeleaf-spring5
com.datastax.driver.core.policies,2,com.datastax.cassandra:cassandra-driver-core
org.sikuli.util,2,com.sikulix:sikulixapi
org.jruby.runtime,1,org.jruby:jruby-complete
org.apache.solr.handler.loader,1,org.apache.solr:solr-core
weka.core.logging,1,nz.ac.waikato.cms.weka:weka-dev
org.apache.poi,7,org.apache.poi:poi
org.jets3t.service.impl,1,net.java.dev.jets3t:jets3t
com.dell.doradus.search.aggregate,1,com.dell.doradus:doradus-server
twitter4j.auth,4,org.twitter4j:twitter4j-core
com.deepoove.poi.config,1,com.deepoove:poi-tl
com.google.caliper,11,com.google.caliper:caliper
be.seeseemelk.mockbukkit,1,com.github.seeseemelk:MockBukkit-v1.18
mulan.classifier.lazy,1,net.sf.meka.thirdparty:mulan
com.sikulix.vnc,1,com.sikulix:sikulix2tigervnc
org.sonar.sslr.grammar,1,org.sonarsource.sslr:sslr-core
org.sonar.python.types,1,org.sonarsource.python:python-frontend
com.stratio.cassandra.lucene.builder.index,1,com.stratio.cassandra:cassandra-lucene-index-builder
net.schmizz.sshj.transport,4,net.schmizz:sshj
org.wikidata.wdtk.datamodel.helpers,1,org.wikidata.wdtk:wdtk-datamodel
org.apache.jena.sparql.pfunction,1,org.apache.jena:jena-arq
org.springframework.core.io,18,org.springframework:spring-core
org.kramerlab.autoencoder.math.matrix,1,org.kramerlab:autoencoder
weka.core.matrix,1,nz.ac.waikato.cms.weka:weka-dev
io.dropwizard.setup,10,io.dropwizard:dropwizard-core
org.unbescape.javascript,2,org.unbescape:unbescape
org.commonmark,4,org.commonmark:commonmark
weka.classifiers.meta,1,com.github.fracpete:multisearch-weka-package
ws.schild.jave.progress,1,ws.schild:jave-core
io.pkts.packet.sip,1,io.pkts:pkts-sip
com.jfoenix.controls,4,com.jfoenix:jfoenix
org.luaj.vm2.lib,2,org.luaj:luaj-jse
com.fasterxml.jackson.core.json,3,com.fasterxml.jackson.core:jackson-core
org.sonarsource.analyzer.commons.regex.python,1,org.sonarsource.analyzer-commons:sonar-regex-parsing
ru.tinkoff.invest.openapi.model,1,ru.tinkoff.invest:openapi-java-sdk-core
org.apache.tools.zip,2,org.apache.ant:ant
ws.schild.jave.encode,1,ws.schild:jave-core
org.apache.shiro.util,9,org.apache.shiro:shiro-core
org.beetl.core,7,com.ibeetl:beetl
cucumber.api.java.en,6,io.cucumber:cucumber-java
org.pitest.mutationtest.build,1,org.pitest:pitest-entry
top.crossoverjie.cicada.server.configuration,1,top.crossoverjie.opensource:cicada-core
com.fasterxml.jackson.core.util,6,com.fasterxml.jackson.core:jackson-core
com.mitchellbosecke.pebble.loader,3,com.mitchellbosecke:pebble
org.apache.axiom.om,1,org.apache.ws.commons.axiom:axiom-api
br.com.swconsultoria.certificado,1,br.com.swconsultoria:java_certificado
org.openide.modules,1,org.netbeans.api:org-openide-modules
com.deepoove.poi.plugin.highlight,1,com.deepoove:poi-tl-plugin-highlight
io.github.bakedlibs.dough.versions,1,io.github.baked-libs:dough-api
org.junit.jupiter.engine.extension,1,org.junit.jupiter:junit-jupiter-engine
io.etcd.jetcd.lease,1,io.etcd:jetcd-core
tk.mybatis.spring.annotation,1,tk.mybatis:mapper-spring
com.dell.doradus.core,1,com.dell.doradus:doradus-server
org.objenesis,10,org.objenesis:objenesis
com.google.code.kaptcha.util,10,com.github.axet:kaptcha
org.apache.shiro.cache,6,org.apache.shiro:shiro-core
org.sonarsource.analyzer.commons.regex.finders,1,org.sonarsource.analyzer-commons:sonar-regex-parsing
org.sonarsource.analyzer.commons.xml,2,org.sonarsource.analyzer-commons:sonar-xml-parsing
com.fasterxml.jackson.databind.deser,21,com.fasterxml.jackson.core:jackson-databind
org.springframework.data.elasticsearch.repository,1,org.springframework.data:spring-data-elasticsearch
org.apache.solr.handler.component,4,org.apache.solr:solr-core
org.jpmml.model.filters,1,org.jpmml:pmml-model
org.apache.cassandra.db.filter,2,org.apache.cassandra:cassandra-all
me.chanjar.weixin.mp.config.impl,6,com.github.binarywang:weixin-java-mp
org.wikidata.wdtk.wikibaseapi.apierrors,1,org.wikidata.wdtk:wdtk-wikibaseapi
com.yubico.u2f.attestation,1,com.yubico:u2flib-server-attestation
htsjdk.samtools.reference,1,com.github.samtools:htsjdk
org.openide,1,org.netbeans.api:org-openide-dialogs
org.apache.axis2.transport,1,org.apache.axis2:axis2-kernel
org.luaj.vm2.parser,2,org.luaj:luaj-jse
org.kramerlab.autoencoder.neuralnet.autoencoder,1,org.kramerlab:autoencoder
com.yubico.u2f,1,com.yubico:u2flib-server-core
org.openxmlformats.schemas.wordprocessingml.x2006.main,2,org.apache.poi:poi-ooxml-schemas
net.schmizz.sshj.connection,4,net.schmizz:sshj
org.jfree.data.time,3,jfree:jfreechart
akka.routing,2,com.typesafe.akka:akka-actor_2.10
com.tencentcloudapi.sms.v20190711,1,com.tencentcloudapi:tencentcloud-sdk-java
com.github.binarywang.wxpay.bean.request,3,com.github.binarywang:weixin-java-pay
org.mockito.hamcrest,3,org.mockito:mockito-core
io.github.bakedlibs.dough.inventory,1,io.github.baked-libs:dough-api
org.sonar.api.batch.fs,3,org.sonarsource.sonarqube:sonar-plugin-api-impl
org.springframework.web.servlet.config,12,org.springframework:spring-webmvc
org.apache.commons.lang.reflect,1,commons-lang:commons-lang
org.apache.jena.sparql.syntax,1,org.apache.jena:jena-arq
com.github.wasiqb.coteafs.error.enums,1,com.github.wasiqb.coteafs:error
org.unbescape.css,2,org.unbescape:unbescape
org.sonarqube.ws,4,org.sonarsource.sonarqube:sonar-ws
org.simmetrics,1,com.github.mpkorstanje:simmetrics-core
com.aliyun.dysmsapi20170525,1,com.aliyun:dysmsapi20170525
org.sql2o.data,1,org.sql2o:sql2o
htsjdk.samtools.fastq,1,com.github.samtools:htsjdk
com.ctc.wstx.exc,1,org.codehaus.woodstox:woodstox-core-lgpl
com.stratio.cassandra.lucene.builder.search,1,com.stratio.cassandra:cassandra-lucene-index-builder
com.vividsolutions.jts.geom,3,com.vividsolutions:jts-core
org.immutables.value,5,org.immutables:value
org.hibernate.cfg,14,org.hibernate:hibernate-core
org.sonarqube.ws.client,4,org.sonarsource.sonarqube:sonar-ws
com.insightfullogic.lambdabehave,2,com.insightfullogic:lambda-behave
org.apache.solr.update.processor,2,org.apache.solr:solr-core
vuegwt.shaded.com.squareup,1,com.axellience:vue-gwt-processors
org.hyperledger.fabric.protos.common,1,org.hyperledger.fabric-sdk-java:fabric-sdk-java
io.undertow.attribute,2,io.undertow:undertow-core
org.luaj.vm2.compiler,2,org.luaj:luaj-jse
com.healthmarketscience.sqlbuilder,2,com.healthmarketscience.sqlbuilder:sqlbuilder
io.pkts.packet,1,io.pkts:pkts-core
com.salesforce.kafka.test,1,com.salesforce.kafka.test:kafka-junit-core
org.apache.maven,4,org.apache.maven:maven-embedder
com.ibm.etcd.api,1,com.ibm.etcd:etcd-java
twitter4j.util,1,org.twitter4j:twitter4j-core
org.apache.solr.update,1,org.apache.solr:solr-core
org.encog.mathutil,1,org.encog:encog-core
org.sonarsource.scanner.api,1,org.sonarsource.scanner.api:sonar-scanner-api
ru.tinkoff.invest.openapi.exceptions,1,ru.tinkoff.invest:openapi-java-sdk-core
org.apache.jena.sparql.function,1,org.apache.jena:jena-arq
io.searchbox.client.http,1,io.searchbox:jest
weka.gui.treevisualizer,1,nz.ac.waikato.cms.weka:weka-dev
com.github.wasiqb.coteafs.error.util,1,com.github.wasiqb.coteafs:error
org.mybatis.generator.api,6,org.mybatis.generator:mybatis-generator-core
org.bridj.ann,3,com.nativelibs4java:bridj
mockit,13,org.jmockit:jmockit
twitter4j.management,1,org.twitter4j:twitter4j-core
com.github.dockerjava.api.model,4,com.github.docker-java:docker-java
org.mybatis.spring.support,4,org.mybatis:mybatis-spring
com.oracle.js.parser.ir,1,org.graalvm.js:js
org.openxmlformats.schemas.drawingml.x2006.chart,1,com.deepoove:poi-ooxml-schemas-extra
org.sonarsource.api.sonarlint,1,org.sonarsource.sonarqube:sonar-plugin-api
com.github.vanroy.springdata.jest,1,com.github.vanroy:spring-data-jest
com.googlecode.jfilechooserbookmarks.core,1,com.github.fracpete:jfilechooser-bookmarks
com.mitchellbosecke.pebble.error,3,com.mitchellbosecke:pebble
org.apache.commons.text.similarity,3,org.apache.commons:commons-text
com.ibm.icu.text,6,com.ibm.icu:icu4j
org.antlr.runtime.tree,8,org.antlr:antlr-runtime
org.sonar.python.semantic,1,org.sonarsource.python:python-frontend
org.sonarsource.analyzer.commons.regex.ast,1,org.sonarsource.analyzer-commons:sonar-regex-parsing
com.tngtech.junit.dataprovider,1,com.tngtech.junit.dataprovider:junit-jupiter-params-dataprovider
org.springframework.data.elasticsearch.core,1,org.springframework.data:spring-data-elasticsearch
gnu.trove.list,7,net.sf.trove4j:trove4j
com.mitchellbosecke.pebble.spring4.extension,1,io.pebbletemplates:pebble-spring4
org.sonarsource.sonarlint.core,2,org.sonarsource.sonarlint.core:sonarlint-core-osgi
org.threeten.extra.chrono,1,org.threeten:threeten-extra
org.opensaml,1,org.opensaml:opensaml1
org.jfree.chart.title,4,jfree:jfreechart
org.netbeans.swing.plaf,1,org.netbeans.api:org-netbeans-swing-plaf
org.apache.jena.sparql.graph,1,org.apache.jena:jena-arq
org.pitest.plugin,1,org.pitest:pitest
io.github.bakedlibs.dough.chat,1,io.github.baked-libs:dough-api
io.etcd.jetcd.lock,1,io.etcd:jetcd-core
htsjdk.variant.variantcontext,1,com.github.samtools:htsjdk
htsjdk.samtools.filter,1,com.github.samtools:htsjdk
org.nustaq.offheap.bytez,1,de.ruedigermoeller:fst
io.github.bakedlibs.dough.skins,1,io.github.baked-libs:dough-api
org.sonarsource.sonarlint.core.telemetry,1,org.sonarsource.sonarlint.core:sonarlint-core-osgi
org.apache.cassandra.utils,2,org.apache.cassandra:cassandra-all
ws.schild.jave.process,1,ws.schild:jave-core
io.pkts.sdp,1,io.pkts:pkts-sdp
gnu.trove.iterator,6,net.sf.trove4j:trove4j
com.github.junrar.rarfile,2,com.github.junrar:junrar
org.sonar.api.config.internal,3,org.sonarsource.sonarqube:sonar-plugin-api-impl
com.baomidou.mybatisplus.generator.engine,2,com.baomidou:mybatis-plus-generator
org.apache.poi.xwpf,5,org.apache.poi:poi-ooxml
cn.wizzer.iot.mqtt.server.common.session,1,cn.wizzer:mqtt-common
com.dell.doradus.service.db,1,com.dell.doradus:doradus-server
com.tulskiy.keymaster.common,3,com.sikulix:sikulixapi
com.drew.imaging.jpeg,1,com.drewnoakes:metadata-extractor
org.sonar.plugins.javascript.api.visitors,1,org.sonarsource.javascript:javascript-frontend
org.codehaus.plexus.util.xml,7,org.codehaus.plexus:plexus-utils
com.drew.metadata.exif,2,com.drewnoakes:metadata-extractor
com.explodingpixels.macwidgets,1,com.explodingpixels:mac_widgets
com.deepoove.poi.exception,1,com.deepoove:poi-tl
io.etcd.jetcd,2,io.etcd:jetcd-core
com.github.dockerjava.core.async,3,com.github.docker-java:docker-java
org.mybatis.generator.codegen.mybatis3,3,org.mybatis.generator:mybatis-generator-core
org.jdesktop.swingbinding,1,it.tidalwave.betterbeansbinding:betterbeansbinding-swingbinding
org.bytedeco.javacpp,3,org.bytedeco:javacpp
com.axellience.vuegwt.core.client.vue,1,com.axellience:vue-gwt
weka.core.converters,1,nz.ac.waikato.cms.weka:weka-dev
com.drew.lang,1,com.drewnoakes:metadata-extractor
htsjdk.tribble.readers,1,com.github.samtools:htsjdk
org.jdesktop.swingx.action,1,org.swinglabs.swingx:swingx-action
com.fasterxml.jackson.core.io,3,com.fasterxml.jackson.core:jackson-core
com.deepoove.poi.data,1,com.deepoove:poi-tl
org.sonar.api.batch.rule,2,org.sonarsource.sonarqube:sonar-plugin-api-impl
com.sonar.orchestrator,5,org.sonarsource.orchestrator:sonar-orchestrator
org.sonarsource.analyzer.commons.checks.verifier,1,org.sonarsource.analyzer-commons:sonar-analyzer-test-commons
org.sonarsource.sonarlint.core.serverapi,1,org.sonarsource.sonarlint.core:sonarlint-core-osgi
me.chanjar.weixin.mp.api,6,com.github.binarywang:weixin-java-mp
org.apache.commons.beanutils.converters,2,commons-beanutils:commons-beanutils
com.google.code.kaptcha,11,com.github.axet:kaptcha
com.mitchellbosecke.pebble.extension,2,io.pebbletemplates:pebble
com.jgoodies.forms.factories,2,com.jgoodies:forms
org.sikuli.script,2,com.sikulix:sikulixapi
com.insightfullogic.lambdabehave.specifications,1,com.insightfullogic:lambda-behave
com.eclipsesource.json,7,com.eclipsesource.minimal-json:minimal-json
org.apache.jena.sparql.serializer,1,org.apache.jena:jena-arq
org.apache.axis2.databinding.utils,1,org.apache.axis2:axis2-adb
org.dmg.pmml.mining,1,org.jpmml:pmml-model
org.luaj.vm2.server,2,org.luaj:luaj-jse
weka.filters.unsupervised,2,nz.ac.waikato.cms.weka:weka-stable
org.apache.lucene.spatial,3,org.apache.lucene:lucene-spatial
org.jose4j.jwt,1,org.bitbucket.b_c:jose4j
tk.mybatis.mapper.code,1,tk.mybatis:mapper-core
org.bridj,5,com.nativelibs4java:bridj
org.red5.server,1,org.red5:red5-server-common
com.deepoove.poi.util,1,com.deepoove:poi-tl
top.crossoverjie.cicada.server.exception,1,top.crossoverjie.opensource:cicada-core
weka.gui.beans,1,nz.ac.waikato.cms.weka:weka-dev
kafka.coordinator.group,2,org.apache.kafka:kafka_2.12
net.lingala.zip4j.core,2,net.lingala.zip4j:zip4j
cn.wizzer.iot.mqtt.server.common.auth,1,cn.wizzer:mqtt-common
jnr.ffi,4,com.github.jnr:jnr-ffi
gnu.trove.impl,7,net.sf.trove4j:trove4j
it.unimi.dsi.fastutil.ints,8,it.unimi.dsi:fastutil
org.apache.cassandra.thrift,2,org.apache.cassandra:cassandra-thrift
org.jruby,3,org.jruby:jruby-complete
org.apache.axis2.description,1,org.apache.axis2:axis2-kernel
com.stratio.cassandra.lucene.builder,1,com.stratio.cassandra:cassandra-lucene-index-builder
picard.util,1,com.github.broadinstitute:picard
com.reprezen.jsonoverlay,1,com.reprezen.jsonoverlay:jsonoverlay
org.jpmml.evaluator.neural_network,1,org.jpmml:pmml-evaluator
com.datastax.driver.core.exceptions,1,com.datastax.cassandra:cassandra-driver-core
org.jose4j.jwt.consumer,1,org.bitbucket.b_c:jose4j
io.reactivex.rxjava3.core,8,io.reactivex.rxjava3:rxjava
org.springframework.test.context.web,5,org.springframework:spring-test
org.sonar.python.api,1,org.sonarsource.python:python-frontend
org.thymeleaf.spring5,2,org.thymeleaf:thymeleaf-spring5
io.undertow.io,7,io.undertow:undertow-core
com.cedarsoftware.util,3,com.cedarsoftware:java-util
io.undertow.server,9,io.undertow:undertow-core
org.jpmml.evaluator.mining,1,org.jpmml:pmml-evaluator
tk.mybatis.mapper.genid,1,tk.mybatis:mapper-core
org.mybatis.generator.internal,5,org.mybatis.generator:mybatis-generator-core
com.aparapi.natives,1,com.aparapi:aparapi-jni
org.apache.shiro.codec,5,org.apache.shiro:shiro-core
com.google.code.kaptcha.impl,10,com.github.axet:kaptcha
io.github.bakedlibs.dough.data.persistent,1,io.github.baked-libs:dough-api
org.sonarsource.performance.measure,1,org.sonarsource.analyzer-commons:sonar-performance-measure
Jama,5,gov.nist.math:jama
org.sonar.api.batch.sensor,2,org.sonarsource.sonarqube:sonar-plugin-api-impl
org.jolokia.client.request,2,org.jolokia:jolokia-client-java
top.crossoverjie.cicada.server.annotation,1,top.crossoverjie.opensource:cicada-core
org.patchca.background,1,com.bladejava:blade-patchca
org.apache.jena.riot.lang,1,org.apache.jena:jena-arq
com.fasterxml.jackson.datatype.jdk8,7,com.fasterxml.jackson.datatype:jackson-datatype-jdk8
org.kramerlab.bmad.algorithms,1,org.kramerlab:bmad
ws.schild.jave,1,ws.schild:jave-core
org.broadinstitute.hellbender.utils.bwa,1,org.broadinstitute:gatk-bwamem-jni
org.red5.io.mp4,1,org.red5:red5-io
org.openide.windows,2,org.netbeans.api:org-openide-windows
com.insightfullogic.lambdabehave.impl,1,com.insightfullogic:lambda-behave
com.salesforce.kafka.test.junit4,1,com.salesforce.kafka.test:kafka-junit4
org.apache.cassandra.exceptions,3,org.apache.cassandra:cassandra-all
cn.hutool.poi,2,cn.hutool:hutool-all
io.prometheus.client.exporter,5,io.prometheus:simpleclient_httpserver
org.sonar.python.parser,1,org.sonarsource.python:python-frontend
org.sql2o,1,org.sql2o:sql2o
tk.mybatis.mapper.common,1,tk.mybatis:mapper-base
org.beetl.ext.spring,1,com.ibeetl:beetl
org.apache.jena.riot,4,org.apache.jena:jena-arq
io.github.bakedlibs.dough.common,1,io.github.baked-libs:dough-api
jmodelgen.util,1,org.whiley:jmodelgen
org.openide.awt,2,org.netbeans.api:org-openide-awt
weka.filters,2,nz.ac.waikato.cms.weka:weka-stable
weka.core,3,nz.ac.waikato.cms.weka:weka-stable
io.appium.java_client.battery,1,io.appium:java-client
tk.mybatis.mapper.entity,1,tk.mybatis:mapper-core
org.mybatis.generator.config.xml,4,org.mybatis.generator:mybatis-generator-core
org.sonar.python.checks.utils,2,org.sonarsource.python:python-checks-testkit
com.unboundid.ldap.listener,3,com.unboundid:unboundid-ldapsdk
com.datastax.driver.core,5,com.datastax.cassandra:cassandra-driver-core
io.github.bakedlibs.dough.items,1,io.github.baked-libs:dough-api
com.datastax.driver.core.querybuilder,2,com.datastax.cassandra:cassandra-driver-core
org.apache.jena.sparql.sse,1,org.apache.jena:jena-arq
tk.mybatis.mapper.common.example,1,tk.mybatis:mapper-base
org.sikuli.basics,2,com.sikulix:sikulixapi
javassist.bytecode,14,org.javassist:javassist
org.apache.tinkerpop.gremlin.tinkergraph.structure,1,org.apache.tinkerpop:tinkergraph-gremlin
org.nutz.boot.annotation,1,org.nutz:nutzboot-core
org.nutz.boot.starter,1,org.nutz:nutzboot-core
htsjdk.tribble,1,com.github.samtools:htsjdk
io.undertow.util,7,io.undertow:undertow-core
net.dongliu.requests.struct,1,net.dongliu:requests
org.sonar.sslr.internal.vm,1,org.sonarsource.sslr:sslr-core
