package,count,api
com.gluonhq.maps,1,com.gluonhq:maps
org.eclipse.leshan.server.californium.bootstrap,1,org.eclipse.leshan:leshan-server-cf
org.springframework.kafka.test.utils,3,org.springframework.kafka:spring-kafka-test
org.eclipse.leshan.core.link,1,org.eclipse.leshan:leshan-core
org.spongepowered.api.network,1,org.spongepowered:spongeapi
org.glassfish.jersey.apache.connector,4,org.glassfish.jersey.connectors:jersey-apache-connector
org.eclipse.leshan.server.core.demo.cli,1,org.eclipse.leshan:leshan-server-core-demo
org.eclipse.lsp4j.jsonrpc.debug,1,org.eclipse.lsp4j:org.eclipse.lsp4j.jsonrpc.debug
io.vertx.core.streams,3,io.vertx:vertx-core
org.ehcache.jsr107,2,org.ehcache:ehcache
io.envoyproxy.envoy.extensions.filters.network,1,io.envoyproxy.controlplane:api
com.facebook.nifty.duplex,1,com.facebook.nifty:nifty-core
com.foxinmy.weixin4j.exception,1,com.foxinmy:weixin4j-base
pl.project13.core,1,io.github.git-commit-id:git-commit-id-plugin-core
org.apache.commons.pool.impl,3,commons-pool:commons-pool
com.effektif.server,1,com.effektif:effektif-server
com.impossibl.postgres.api.jdbc,1,com.impossibl.pgjdbc-ng:pgjdbc-ng
com.foxinmy.weixin4j.model.paging,1,com.foxinmy:weixin4j-base
com.foxinmy.weixin4j.payment,1,com.foxinmy:weixin4j-base
org.eclipse.aether.graph,3,org.apache.maven.resolver:maven-resolver-api
com.google.firebase,1,com.google.firebase:firebase-admin
org.projectfloodlight.openflow.protocol.ver15,1,org.projectfloodlight:openflowj
org.xhtmlrenderer.pdf,1,org.xhtmlrenderer:flying-saucer-pdf
org.glassfish.jersey.server.model,2,org.glassfish.jersey.core:jersey-server
com.egzosn.pay.common.util.sign,1,com.egzosn:pay-java-common
com.egzosn.pay.paypal.api,1,com.egzosn:pay-java-paypal
org.springframework.retry.annotation,2,org.springframework.retry:spring-retry
liquibase.integration,2,org.liquibase:liquibase-core
com.fizzed.rocker.model,1,com.fizzed:rocker-compiler
org.apache.activemq.command,1,org.apache.activemq:activemq-client
org.apache.activemq.artemis.api.jms,1,org.apache.activemq:artemis-jms-client
org.apache.xerces.parsers,2,xerces:xercesImpl
org.xhtmlrenderer.pdf.util,1,org.xhtmlrenderer:flying-saucer-pdf
com.gluonhq.connect,1,com.gluonhq:connect
org.eclipse.lsp4j.jsonrpc,2,org.eclipse.lsp4j:org.eclipse.lsp4j.jsonrpc
com.effektif.workflow.api.activities,1,com.effektif:effektif-workflow-api
it.fabioformosa.metamorphosis.core,1,it.fabioformosa:metamorphosis-core
scala.concurrent,3,org.scala-lang:scala-library
org.eclipse.leshan.server.security,1,org.eclipse.leshan:leshan-server-core
com.foxinmy.weixin4j.http.apache,1,com.foxinmy:weixin4j-base
com.foxinmy.weixin4j.type.mch,1,com.foxinmy:weixin4j-base
org.bouncycastle.cert.bc,1,org.bouncycastle:bcpkix-jdk15on
org.xhtmlrenderer.resource,1,org.xhtmlrenderer:flying-saucer-core
org.eclipse.jnosql.mapping.test,1,org.eclipse.jnosql.mapping:mapping-test
org.eclipse.leshan.server.registration,1,org.eclipse.leshan:leshan-server-core
org.springframework.jdbc.support,9,org.springframework:spring-jdbc
org.xhtmlrenderer.css.parser,1,org.xhtmlrenderer:flying-saucer-core
com.github.rtyley.android.sherlock.android.accounts,1,com.github.rtyley:roboguice-sherlock
org.glassfish.jersey.server,5,org.glassfish.jersey.core:jersey-server
com.fasterxml.jackson,2,com.github.tomakehurst:wiremock-jre8-standalone
fitnesse.testrunner,1,org.fitnesse:fitnesse
org.eclipse.leshan.core.observation,1,org.eclipse.leshan:leshan-core
io.envoyproxy.envoy.service.cluster.v3,1,io.envoyproxy.controlplane:api
com.ruiyun.jvppeteer.options,1,io.github.fanyong920:jvppeteer
org.apache.flume.channel,1,org.apache.flume:flume-ng-core
com.foxinmy.weixin4j.response,1,com.foxinmy:weixin4j-server
org.eclipse.collections.api.stack,1,org.eclipse.collections:eclipse-collections-api
com.egzosn.pay.union.api,1,com.egzosn:pay-java-union
org.apache.lucene.queryparser.flexible.standard,1,org.apache.lucene:lucene-queryparser
org.xhtmlrenderer.simple,1,org.xhtmlrenderer:flying-saucer-core
org.springframework.data.rest.webmvc,2,org.springframework.data:spring-data-rest-webmvc
com.facebook.nailgun,1,com.facebook:nailgun-server
org.eclipse.aether.connector.basic,6,org.apache.maven.resolver:maven-resolver-connector-basic
co.elastic.logging,1,co.elastic.logging:ecs-logging-core
org.projectfloodlight.openflow.protocol.ver11,1,org.projectfloodlight:openflowj
org.projectfloodlight.openflow.protocol.errormsg,1,org.projectfloodlight:openflowj
com.gluonhq.substrate.model,1,com.gluonhq:substrate
org.eclipse.aether,4,org.apache.maven.resolver:maven-resolver-api
com.effektif.mongo,1,com.effektif:effektif-mongo
org.msgpack.packer,1,org.msgpack:msgpack
org.apache.pig.builtin,1,org.apache.pig:pig
org.fusesource.hawtdispatch.util,1,org.fusesource.hawtdispatch:hawtdispatch-transport
com.englishtown.vertx.promises.guice,1,com.englishtown.vertx:vertx-when
io.envoyproxy.controlplane.cache.v3,1,io.envoyproxy.controlplane:cache
liquibase.database,1,org.liquibase:liquibase-core
org.eclipse.jnosql.mapping,1,org.eclipse.jnosql.mapping:mapping-core
com.firebase.geofire.util,1,com.firebase:geofire-common
org.eclipse.jgit.junit.ssh,1,org.eclipse.jgit:org.eclipse.jgit.junit.ssh
com.google.common,2,com.github.tomakehurst:wiremock-jre8-standalone
org.msgpack,1,org.msgpack:msgpack
org.apache.camel.spring.boot,1,org.apache.camel:camel-spring-boot
org.eclipse.jnosql.communication.query,1,org.eclipse.jnosql.communication:communication-query
com.baomidou.dynamic.datasource.spring,1,com.baomidou:dynamic-datasource-spring-boot-starter
org.apache.xbean.finder,1,org.fusesource.hawtjni:hawtjni-generator
org.eclipse.leshan.core.attributes,1,org.eclipse.leshan:leshan-core
org.ehcache.clustered.client.config,1,org.ehcache:ehcache-clustered
edu.ucla.sspace.index,1,edu.ucla.sspace:sspace
com.gluonhq.connect.provider,1,com.gluonhq:connect
javazoom.jl.player,1,com.googlecode.soundlibs:jlayer
org.apache.tomcat.dbcp.dbcp,1,org.apache.tomcat:dbcp
pl.project13.core.git,1,io.github.git-commit-id:git-commit-id-plugin-core
com.effektif.workflow.impl.exceptions,1,com.effektif:effektif-workflow-impl
com.effektif.workflow.impl.data,1,com.effektif:effektif-workflow-impl
com.effektif.workflow.api.query,1,com.effektif:effektif-workflow-api
io.eventuate.util.test.async,1,io.eventuate.util:eventuate-util-test
org.eclipse.jnosql.mapping.configuration,1,org.eclipse.jnosql.mapping:mapping-core
io.envoyproxy.envoy.service.endpoint.v3,1,io.envoyproxy.controlplane:api
org.jcodec.containers.mp4,1,org.jcodec:jcodec
com.effektif.adapter.service,1,com.effektif:effektif-adapter-activity
com.egzosn.pay.common.util,1,com.egzosn:pay-java-common
com.galenframework.speclang2.pagespec,1,com.galenframework:galen-core
uk.co.flax.luwak.queryparsers,1,com.github.flaxsearch:luwak
org.xhtmlrenderer.event,1,org.xhtmlrenderer:flying-saucer-core
org.fusesource.hawtjni.generator,1,org.fusesource.hawtjni:hawtjni-generator
org.apache.commons.net.ntp,3,commons-net:commons-net
net.thisptr.jackson.jq.exception,1,net.thisptr:jackson-jq
ninja.eivind.stormparser,1,ninja.eivind.hots:storm-parser
com.impossibl.postgres.jdbc,1,com.impossibl.pgjdbc-ng:pgjdbc-ng
fitnesse.fixtures,1,org.fitnesse:fitnesse
io.cucumber.junit.platform.engine,1,io.cucumber:cucumber-junit-platform-engine
org.xhtmlrenderer.layout.breaker,1,org.xhtmlrenderer:flying-saucer-core
org.apache.camel.builder,1,org.apache.camel:camel-core
org.eclipse.leshan.client.send,1,org.eclipse.leshan:leshan-client-core
org.springframework.amqp.rabbit,1,org.springframework.amqp:spring-rabbit
io.micrometer.core.instrument.config,1,io.micrometer:micrometer-core
com.wuwenze.poi.annotation,1,com.wuwenze:ExcelKit
com.squareup.okhttp.mockwebserver,4,com.squareup.okhttp:mockwebserver
org.eclipse.leshan.core.model,1,org.eclipse.leshan:leshan-core
org.glassfish.jersey.test,1,org.glassfish.jersey.test-framework:jersey-test-framework-core
com.effektif.workflow.api.types,1,com.effektif:effektif-workflow-api
fitnesse.reporting,1,org.fitnesse:fitnesse
org.eclipse.jdt.internal.core,1,org.jboss.forge.roaster:roaster-jdt
org.eclipse.leshan.server.californium,1,org.eclipse.leshan:leshan-server-cf
org.apache.xerces.impl.validation,1,xerces:xercesImpl
com.xkcoding.justauth,3,com.xkcoding.justauth:justauth-spring-boot-starter
net.java.quickcheck,1,net.java.quickcheck:quickcheck
org.projectfloodlight.openflow.protocol.actionid,1,org.projectfloodlight:openflowj
org.eclipse.egit.github.core,2,org.eclipse.mylyn.github:org.eclipse.egit.github.core
com.effektif.workflow.api.model,1,com.effektif:effektif-workflow-api
com.effektif.workflow.api.bpmn,1,com.effektif:effektif-workflow-api
com.fizzed.rocker.compiler,1,com.fizzed:rocker-compiler
org.eclipse.leshan.server.californium.registration,1,org.eclipse.leshan:leshan-server-cf
com.egzosn.pay.common.exception,1,com.egzosn:pay-java-common
net.thisptr.jackson.jq.path,1,net.thisptr:jackson-jq
io.envoyproxy.envoy.service.secret.v3,1,io.envoyproxy.controlplane:api
org.web3j.protocol,1,org.web3j:core
org.msgpack.template,1,org.msgpack:msgpack
org.apache.flume.lifecycle,1,org.apache.flume:flume-ng-core
com.emorym.android_pusher,1,com.github.kevinsawicki:android-pusher
android.support.v4.util,2,com.google.android:support-v4
org.eclipse.aether.metadata,1,org.eclipse.aether:aether-api
org.eclipse.collections.impl,1,org.eclipse.collections:eclipse-collections
org.eclipse.golo.compiler.parser,1,org.eclipse.golo:golo
org.web3j.utils,1,org.web3j:core
org.jcodec.codecs.h264,1,org.jcodec:jcodec
com.egzosn.pay.union.bean,1,com.egzosn:pay-java-union
org.apache.activemq.advisory,1,org.apache.activemq:activemq-client
com.foxinmy.weixin4j.cache,1,com.foxinmy:weixin4j-base
org.eclipse.egit.github.core.util,1,org.eclipse.mylyn.github:org.eclipse.egit.github.core
org.eclipse.leshan.core.response,1,org.eclipse.leshan:leshan-core
com.github.kklisura.cdt.protocol,2,com.github.kklisura.cdt:cdt-java-client
org.apache.lucene.queryparser.complexPhrase,1,org.apache.lucene:lucene-queryparser
edu.ucla.sspace.common,1,edu.ucla.sspace:sspace
org.eclipse.lsp4j.jsonrpc.messages,2,org.eclipse.lsp4j:org.eclipse.lsp4j.jsonrpc
org.eclipse.californium.core.network,1,org.eclipse.californium:californium-core
com.gluonhq.attach.util,1,com.gluonhq.attach:util
org.eclipse.leshan.client.engine,1,org.eclipse.leshan:leshan-client-core
io.fabric8.kubernetes.client.utils,2,io.fabric8:kubernetes-client
org.projectfloodlight.openflow.types,1,org.projectfloodlight:openflowj
com.foxinmy.weixin4j.api,1,com.foxinmy:weixin4j-base
com.facebook.nifty.core,1,com.facebook.nifty:nifty-core
org.projectfloodlight.openflow.protocol,1,org.projectfloodlight:openflowj
uk.co.flax.luwak.presearcher,1,com.github.flaxsearch:luwak
org.eclipse.paho.mqttv5.common,2,org.eclipse.paho:org.eclipse.paho.mqttv5.client
org.jcodec.api,2,org.jcodec:jcodec
org.apache.camel.component.http4,1,org.apache.camel:camel-http4
com.egzosn.pay.wx.youdian.bean,1,com.egzosn:pay-java-wx-youdian
com.galenframework.reports,1,com.galenframework:galen-core
freemarker.ext.util,1,org.freemarker:freemarker
org.apache.http.conn.params,9,org.apache.httpcomponents:httpclient
org.eclipse.californium.core.observe,1,org.eclipse.californium:californium-core
com.j256.ormlite.spring,1,com.j256.ormlite:ormlite-jdbc
org.aeonbits.owner,2,org.aeonbits.owner:owner
org.web3j.protocol.core,1,org.web3j:core
org.jsondoc.core.annotation,1,org.jsondoc:jsondoc-core
org.xhtmlrenderer.simple.extend,1,org.xhtmlrenderer:flying-saucer-core
org.eclipse.aether.transport.http,6,org.eclipse.aether:aether-transport-http
com.effektif.workflow.api.workflow,1,com.effektif:effektif-workflow-api
org.ssssssss.magicapi.spring.boot.starter,1,org.ssssssss:magic-api-spring-boot-starter
edu.ucla.sspace.vector,1,edu.ucla.sspace:sspace
oshi.demo,1,com.github.oshi:oshi-demo
com.effektif.workflow.api.datasource,1,com.effektif:effektif-workflow-api
net.java.quickcheck.generator,1,net.java.quickcheck:quickcheck
com.foxinmy.weixin4j.mp,1,com.foxinmy:weixin4j-mp
com.egzosn.pay.wx.bean,2,com.egzosn:pay-java-wx
io.envoyproxy.controlplane.cache.v2,1,io.envoyproxy.controlplane:cache
org.web3j.protocol.websocket,1,org.web3j:core
org.eclipse.lsp4j.launch,1,org.eclipse.lsp4j:org.eclipse.lsp4j
com.foxinmy.weixin4j.http,1,com.foxinmy:weixin4j-base
com.foxinmy.weixin4j.mp.token,1,com.foxinmy:weixin4j-mp
org.eclipse.leshan.client,1,org.eclipse.leshan:leshan-client-core
com.codingapi.txlcn.tm.config,1,com.codingapi.txlcn:txlcn-tm
org.slf4j.jul,3,org.slf4j:slf4j-jdk14
org.glassfish.jersey.server.spi,2,org.glassfish.jersey.core:jersey-server
com.firebase.geofire,1,com.firebase:geofire-common
org.xhtmlrenderer.context,1,org.xhtmlrenderer:flying-saucer-core
org.xhtmlrenderer.layout,1,org.xhtmlrenderer:flying-saucer-core
io.envoyproxy.envoy.config.route.v3,1,io.envoyproxy.controlplane:api
io.envoyproxy.envoy.service.discovery.v2,1,io.envoyproxy.controlplane:api
com.wuwenze.poi,1,com.wuwenze:ExcelKit
com.englishtown.promises,1,com.englishtown:when.java
com.egzosn.pay.ali.bean,1,com.egzosn:pay-java-ali
com.ruiyun.jvppeteer.transport,1,io.github.fanyong920:jvppeteer
de.flapdoodle.os,1,de.flapdoodle:de.flapdoodle.os
com.foxinmy.weixin4j.http.entity,1,com.foxinmy:weixin4j-base
com.foxinmy.weixin4j.model,1,com.foxinmy:weixin4j-base
org.apache.camel.http.common,1,org.apache.camel:camel-http-common
pl.project13.core.log,1,io.github.git-commit-id:git-commit-id-plugin-core
net.logstash.logback.appender,1,net.logstash.logback:logstash-logback-encoder
org.projectfloodlight.openflow.protocol.action,1,org.projectfloodlight:openflowj
org.eclipse.californium.core.coap,1,org.eclipse.californium:californium-core
com.ruiyun.jvppeteer.protocol.profiler,1,io.github.fanyong920:jvppeteer
fitnesse.components,1,org.fitnesse:fitnesse
org.eclipse.microprofile.reactive.streams.operators,2,org.eclipse.microprofile.reactive-streams-operators:microprofile-reactive-streams-operators-api
org.eclipse.leshan.server.model,1,org.eclipse.leshan:leshan-server-core
io.envoyproxy.envoy.config.endpoint.v3,1,io.envoyproxy.controlplane:api
org.bson.codecs,2,org.mongodb:bson
it.fabioformosa.quartzmanager.common.properties,1,it.fabioformosa.quartz-manager:quartz-manager-common
org.apache.qpid.amqp_1_0.jms.impl,1,org.apache.qpid:qpid-amqp-1-0-client-jms
redis.clients.jedis.params,6,redis.clients:jedis
io.envoyproxy.controlplane.cache,1,io.envoyproxy.controlplane:cache
com.amazonaws.services.s3.internal,1,com.amazonaws:aws-java-sdk-s3
org.eclipse.californium.scandium.dtls,1,org.eclipse.californium:scandium
org.apache.maven.shared.artifact.filter,3,org.apache.maven.shared:maven-common-artifact-filters
org.xhtmlrenderer.protocols.data,1,org.xhtmlrenderer:flying-saucer-core
org.xhtmlrenderer.util,1,org.xhtmlrenderer:flying-saucer-core
com.foxinmy.weixin4j.model.card,1,com.foxinmy:weixin4j-base
org.hjson,1,org.hjson:hjson
org.apache.xerces.impl.xs,1,xerces:xercesImpl
org.eclipse.jnosql.mapping.document.query,1,org.eclipse.jnosql.mapping:mapping-document
com.egzosn.pay.common.api,1,com.egzosn:pay-java-common
net.sf.extjwnl.dictionary,1,net.sf.extjwnl:extjwnl
net.bytebuddy.build,1,net.bytebuddy:byte-buddy-dep
pl.project13.core.jgit,1,io.github.git-commit-id:git-commit-id-plugin-core
de.sciss.jump3r.lowlevel,2,de.sciss:jump3r
com.englishtown.vertx.hk2,1,com.englishtown.vertx:vertx-hk2
io.envoyproxy.envoy.service.discovery.v3,1,io.envoyproxy.controlplane:api
liquibase.exception,1,org.liquibase:liquibase-core
com.foxinmy.weixin4j.type,1,com.foxinmy:weixin4j-base
edu.ucla.sspace.text,1,edu.ucla.sspace:sspace
io.cucumber.spring,1,io.cucumber:cucumber-spring
com.gluonhq.attach.position,1,com.gluonhq.attach:position
org.eclipse.aether.transport.file,4,org.eclipse.aether:aether-transport-file
org.eclipse.aether.collection,3,org.apache.maven.resolver:maven-resolver-api
org.jcodec.api.awt,2,org.jcodec:jcodec-javase
com.ruiyun.jvppeteer.protocol.network,1,io.github.fanyong920:jvppeteer
org.terracotta.statistics,1,org.ehcache:ehcache
org.eclipse.jnosql.mapping.query,1,org.eclipse.jnosql.mapping:mapping-core
com.wuwenze.poi.pojo,1,com.wuwenze:ExcelKit
org.xhtmlrenderer.css.sheet,1,org.xhtmlrenderer:flying-saucer-core
com.vdurmont.semver4j,2,com.vdurmont:semver4j
io.reactivex.rxjava3.disposables,5,io.reactivex.rxjava3:rxjava
com.foxinmy.weixin4j.token,1,com.foxinmy:weixin4j-base
io.envoyproxy.envoy.api.v2.core,1,io.envoyproxy.controlplane:api
com.jhlabs.image,1,com.jhlabs:filters
org.jboss.forge.roaster._shade,2,org.jboss.forge.roaster:roaster-jdt
org.apache.camel,2,org.apache.camel:camel-core
org.apache.activemq.broker.region,1,org.apache.activemq:activemq-broker
org.apache.activemq.apollo.broker,1,org.apache.activemq:apollo-broker
com.gluonhq.attach.cache,1,com.gluonhq.attach:cache
org.eclipse.leshan.client.californium,1,org.eclipse.leshan:leshan-client-cf
org.eclipse.paho.mqttv5.client.persist,2,org.eclipse.paho:org.eclipse.paho.mqttv5.client
io.envoyproxy.envoy.api.v2.listener,1,io.envoyproxy.controlplane:api
org.eclipse.leshan.client.californium.request,1,org.eclipse.leshan:leshan-client-cf
org.ehcache.xml,1,org.ehcache:ehcache
com.effektif.workflow.impl.workflowinstance,1,com.effektif:effektif-workflow-impl
org.xhtmlrenderer.css.style,1,org.xhtmlrenderer:flying-saucer-core
org.apache.xerces.xs,1,xerces:xercesImpl
com.egzosn.pay.common.http,1,com.egzosn:pay-java-common
com.egzosn.pay.paypal.v2.api,1,com.egzosn:pay-java-paypal
io.zonky.test.db,1,io.zonky.test:embedded-database-spring-test
org.jsondoc.core.annotation.global,1,org.jsondoc:jsondoc-core
org.elasticsearch.discovery,1,org.elasticsearch:elasticsearch
com.foxinmy.weixin4j.handler,1,com.foxinmy:weixin4j-server
org.htmlparser.tags,2,org.htmlparser:htmlparser
org.fusesource.hawtbuf,2,org.fusesource.hawtbuf:hawtbuf
com.effektif.workflow.impl.template,1,com.effektif:effektif-workflow-impl
com.egzosn.pay.common.util.str,1,com.egzosn:pay-java-common
edu.ucla.sspace.matrix,1,edu.ucla.sspace:sspace
com.github.charithe.kafka,2,com.github.charithe:kafka-junit
org.eclipse.collections.impl.set,2,org.eclipse.collections:eclipse-collections
org.apache.tomcat.jni,1,io.netty:netty-tcnative-boringssl-static
org.apache.fop.hyphenation,1,org.apache.xmlgraphics:fop
com.effektif.workflow.impl,1,com.effektif:effektif-workflow-impl
fitnesse.testsystems,1,org.fitnesse:fitnesse
org.ehcache.spi,1,org.ehcache:ehcache
io.envoyproxy.envoy.config.cluster.v3,1,io.envoyproxy.controlplane:api
org.robolectric.annotation,6,org.robolectric:robolectric
fitnesse,1,org.fitnesse:fitnesse
com.foxinmy.weixin4j.spring,1,com.foxinmy:weixin4j-server
com.rabbitmq.client,10,com.rabbitmq:amqp-client
org.lwjgl.stb,1,org.lwjgl:lwjgl-stb
org.eclipse.aether.resolution,2,org.apache.maven.resolver:maven-resolver-api
org.eclipse.lsp4j.debug,1,org.eclipse.lsp4j:org.eclipse.lsp4j.debug
org.jcodec.common,1,org.jcodec:jcodec
com.wuwenze.poi.convert,1,com.wuwenze:ExcelKit
gnu.trove.procedure,3,net.sf.trove4j:trove4j
org.apache.camel.impl,1,org.apache.camel:camel-core
io.vertx.core.net,4,io.vertx:vertx-core
com.effektif.workflow.impl.util,1,com.effektif:effektif-workflow-impl
com.egzosn.pay.wx.v3.bean,1,com.egzosn:pay-java-wx
com.ruiyun.jvppeteer.core,1,io.github.fanyong920:jvppeteer
com.fizzed.rocker,2,com.fizzed:rocker-runtime
org.apache.tinkerpop.gremlin.groovy.jsr223,1,org.apache.tinkerpop:gremlin-groovy
ch.qos.logback.core.filter,1,ch.qos.logback:logback-core
org.eclipse.golo.compiler,1,org.eclipse.golo:golo
org.ehcache.core,1,org.ehcache:ehcache
oshi.json.hardware,1,com.github.oshi:oshi-json
com.foxinmy.weixin4j.request,1,com.foxinmy:weixin4j-server
com.github.fridujo.rabbitmq.mock,1,com.github.fridujo:rabbitmq-mock
org.eclipse.leshan.core.node,1,org.eclipse.leshan:leshan-core
org.eclipse.aether.impl,3,org.eclipse.aether:aether-impl
org.apache.xerces.xni.parser,2,xerces:xercesImpl
org.eclipse.californium.core,1,org.eclipse.californium:californium-core
org.jvnet.hk2.guice.bridge.api,2,org.glassfish.hk2:guice-bridge
io.envoyproxy.envoy.api.v2.endpoint,1,io.envoyproxy.controlplane:api
com.ruiyun.jvppeteer.core.page,1,io.github.fanyong920:jvppeteer
com.baomidou.dynamic.datasource,1,com.baomidou:dynamic-datasource-spring-boot-starter
com.whalin,1,com.whalin:Memcached-Java-Client
io.envoyproxy.envoy.config.listener.v3,1,io.envoyproxy.controlplane:api
com.aventstack.extentreports.reporter,1,com.aventstack:extentreports
com.ruiyun.jvppeteer.protocol.webAuthn,1,io.github.fanyong920:jvppeteer
com.facebook.nifty.ssl,1,com.facebook.nifty:nifty-ssl
org.projectfloodlight.openflow.protocol.oxm,1,org.projectfloodlight:openflowj
com.egzosn.pay.wx.v3.utils,1,com.egzosn:pay-java-wx
jakarta.nosql.tck.test,1,jakarta.nosql.tck.mapping:mapping-tck-test
com.egzosn.pay.common.bean.outbuilder,1,com.egzosn:pay-java-common
de.sciss.jump3r.mp3,2,de.sciss:jump3r
com.englishtown.vertx.jersey.impl,1,com.englishtown.vertx:vertx-jersey
org.eclipse.leshan.client.bootstrap,1,org.eclipse.leshan:leshan-client-core
org.eclipse.leshan.core.credentials,1,org.eclipse.leshan:leshan-core
com.englishtown.vertx.guice,1,com.englishtown.vertx:vertx-guice
com.effektif.workflow.impl.memory,1,com.effektif:effektif-workflow-impl
net.thisptr.jackson.jq.internal,1,net.thisptr:jackson-jq
io.fabric8.kubernetes.client,6,io.fabric8:kubernetes-client
org.xhtmlrenderer.extend,1,org.xhtmlrenderer:flying-saucer-core
io.envoyproxy.envoy.service.listener.v3,1,io.envoyproxy.controlplane:api
org.springframework.web.filter,5,org.springframework:spring-web
io.netty.example.http.file,1,io.netty:netty-example
org.eclipse.lsp4j.jsonrpc.validation,2,org.eclipse.lsp4j:org.eclipse.lsp4j.jsonrpc
net.thisptr.jackson.jq,1,net.thisptr:jackson-jq
org.beryx.textio,1,org.beryx:text-io
uk.co.flax.luwak,1,com.github.flaxsearch:luwak
io.eventuate.util.spring.swagger,1,io.eventuate.util:eventuate-util-spring-swagger
org.xhtmlrenderer.test,1,org.xhtmlrenderer:flying-saucer-core
org.codehaus.swizzle.stream,1,org.codehaus.swizzle:swizzle-stream
com.effektif.workflow.api.json,1,com.effektif:effektif-workflow-api
com.englishtown.vertx.promises.hk2,1,com.englishtown.vertx:vertx-when
org.xhtmlrenderer.simple.xhtml,1,org.xhtmlrenderer:flying-saucer-core
org.eclipse.jnosql.mapping.repository,1,org.eclipse.jnosql.mapping:mapping-core
org.eclipse.paho.mqttv5.common.packet,2,org.eclipse.paho:org.eclipse.paho.mqttv5.client
org.beryx.textio.jline,1,org.beryx:text-io
com.google.protobuf.util,9,com.google.protobuf:protobuf-java-util
com.google.re2j,2,com.google.re2j:re2j
org.apache.pulsar.client,2,org.apache.pulsar:pulsar-client
com.aventstack.extentreports.model,1,com.aventstack:extentreports
org.apache.hadoop.hbase.mapreduce,2,org.apache.hbase:hbase-mapreduce
org.eclipse.californium.scandium,1,org.eclipse.californium:scandium
org.eclipse.paho.client.mqttv3.util,1,org.eclipse.paho:org.eclipse.paho.client.mqttv3
com.github.kklisura.cdt.protocol.types,2,com.github.kklisura.cdt:cdt-java-client
com.firebase.geofire.core,1,com.firebase:geofire-common
org.fusesource.hawtdispatch,1,org.fusesource.hawtdispatch:hawtdispatch
com.github.maven.plugins.core,1,com.github.github:github-maven-core
com.gluonhq.substrate,1,com.gluonhq:substrate
com.effektif.adapter.activity,1,com.effektif:effektif-adapter-activity
com.effektif.workflow.impl.workflow,1,com.effektif:effektif-workflow-impl
it.fabioformosa.quartzmanager.common.utils,1,it.fabioformosa.quartz-manager:quartz-manager-common
org.apache.maven.artifact.resolver,8,org.apache.maven:maven-artifact
io.fabric8.funktion,1,io.fabric8.funktion:funktion-model
org.jboss.logmanager,2,org.jboss.logmanager:jboss-logmanager
org.web3j.tx,1,org.web3j:core
com.gluonhq.attach.runtimeargs,1,com.gluonhq.attach:runtime-args
org.jboss.netty.handler.logging,1,io.netty:netty
org.xhtmlrenderer.css.constants,1,org.xhtmlrenderer:flying-saucer-core
kafka.zk,1,org.apache.kafka:kafka_2.11
io.reactivex.rxjava3.subjects,1,io.reactivex.rxjava3:rxjava
com.galenframework.api,1,com.galenframework:galen-core
org.projectfloodlight.openflow.util,1,org.projectfloodlight:openflowj
com.foxinmy.weixin4j.model.media,1,com.foxinmy:weixin4j-base
com.p6spy.engine.spy.appender,3,p6spy:p6spy
com.egzosn.pay.wx.v3.api,1,com.egzosn:pay-java-wx
com.egzosn.pay.web.support,1,com.egzosn:pay-java-web-support
org.projectfloodlight.openflow.protocol.match,1,org.projectfloodlight:openflowj
org.projectfloodlight.openflow.protocol.meterband,1,org.projectfloodlight:openflowj
edu.umd.cs.findbugs,4,com.github.spotbugs:spotbugs
com.foxinmy.weixin4j.http.weixin,1,com.foxinmy:weixin4j-base
org.eclipse.jgit.revwalk.filter,6,org.eclipse.jgit:org.eclipse.jgit
com.gluonhq.substrate.target,1,com.gluonhq:substrate
io.grpc.testing,1,io.grpc:grpc-testing
com.aventstack.extentreports.observer,1,com.aventstack:extentreports
com.englishtown.vertx.jersey.promises,1,com.englishtown.vertx:vertx-jersey
com.facebook.nifty.client,1,com.facebook.nifty:nifty-client
org.apache.maven.artifact.factory,2,org.apache.maven:maven-artifact
pl.project13.core.cibuild,1,io.github.git-commit-id:git-commit-id-plugin-core
org.eclipse.jnosql.mapping.column.query,1,org.eclipse.jnosql.mapping:mapping-column
org.jcodec.common.model,2,org.jcodec:jcodec
io.envoyproxy.controlplane.server,1,io.envoyproxy.controlplane:server
org.fusesource.hawtdispatch.internal,1,org.fusesource.hawtdispatch:hawtdispatch
org.eclipse.jnosql.mapping.util,1,org.eclipse.jnosql.mapping:mapping-core
org.apache.xerces.xni.grammars,1,xerces:xercesImpl
org.msgpack.type,1,org.msgpack:msgpack
com.effektif.workflow.impl.job,1,com.effektif:effektif-workflow-impl
org.jsondoc.core.scanner.builder,1,org.jsondoc:jsondoc-core
com.foxinmy.weixin4j.qy.chat,1,com.foxinmy:weixin4j-server
org.codehaus.plexus.archiver.manager,3,org.codehaus.plexus:plexus-archiver
org.eclipse.leshan.core.util,1,org.eclipse.leshan:leshan-core
org.terracotta.context,1,org.ehcache:ehcache
com.ruiyun.jvppeteer.core.browser,1,io.github.fanyong920:jvppeteer
org.jsondoc.springmvc.controller,1,org.jsondoc:jsondoc-springmvc
com.fizzed.rocker.runtime,2,com.fizzed:rocker-runtime
org.spongepowered.api.profile,1,org.spongepowered:spongeapi
