package,api
io.spring.initializr.metadata.support,io.spring.initializr:initializr-metadata
io.spring.initializr.web.autoconfigure,io.spring.initializr:initializr-web
io.spring.initializr.web.controller,io.spring.initializr:initializr-web
io.spring.initializr.web.project,io.spring.initializr:initializr-web
io.spring.initializr.web.support,io.spring.initializr:initializr-web
io.springboot.sms.core,io.springboot.sms:aliyun-sms-spring-boot-starter
io.streamnative.kafka,io.streamnative.pulsar.handlers:kafka-3-0
io.streamnative.kafka.client.api,io.streamnative.pulsar.handlers:kafka-client-factory
io.streamnative.kafka.client.one.zero,io.streamnative.pulsar.handlers:kafka-1-0
io.streamnative.kafka.client.two.eight,io.streamnative.pulsar.handlers:kafka-2-8
io.streamnative.kafka.client.zero.nine,io.streamnative.pulsar.handlers:kafka-0-9
io.streamnative.kafka.client.zero.ten,io.streamnative.pulsar.handlers:kafka-0-10
io.streamnative.pulsar.handlers.kop,io.streamnative.pulsar.handlers:kafka-payload-processor-original
io.streamnative.pulsar.handlers.kop.coordinator,io.streamnative.pulsar.handlers:pulsar-protocol-handler-kafka
io.streamnative.pulsar.handlers.kop.offset,io.streamnative.pulsar.handlers:pulsar-protocol-handler-kafka
io.streamnative.pulsar.handlers.kop.security,io.streamnative.pulsar.handlers:pulsar-protocol-handler-kafka
io.streamnative.pulsar.handlers.kop.security.oauth,io.streamnative.pulsar.handlers:oauth-client
io.streamnative.pulsar.handlers.kop.storage,io.streamnative.pulsar.handlers:pulsar-protocol-handler-kafka
io.streamnative.pulsar.handlers.kop.utils,io.streamnative.pulsar.handlers:pulsar-protocol-handler-kafka
io.strimzi.test.container,io.strimzi:strimzi-test-container
io.sundr.builder.annotations,io.sundr:builder-annotations
io.sundr.transform.annotations,io.sundr:transform-annotations
io.swagger.annotations,io.swagger:swagger-annotations
io.swagger.converter,io.swagger:swagger-core
io.swagger.jackson,io.swagger:swagger-core
io.swagger.models,io.swagger:swagger-models
io.swagger.models.auth,io.swagger:swagger-models
io.swagger.models.parameters,io.swagger:swagger-models
io.swagger.oas.inflector.models,io.swagger:swagger-inflector
io.swagger.parser,io.swagger:swagger-parser
io.swagger.parser.util,io.swagger:swagger-parser
io.swagger.util,io.swagger:swagger-core
io.swagger.v3.core.util,io.swagger.core.v3:swagger-core
io.swagger.v3.jaxrs2,io.swagger.core.v3:swagger-jaxrs2
io.swagger.v3.jaxrs2.ext,io.swagger.core.v3:swagger-jaxrs2
io.swagger.v3.jaxrs2.integration,io.swagger.core.v3:swagger-jaxrs2
io.swagger.v3.jaxrs2.util,io.swagger.core.v3:swagger-jaxrs2
io.swagger.v3.oas.annotations,io.swagger.core.v3:swagger-annotations
io.swagger.v3.oas.annotations.callbacks,io.swagger.core.v3:swagger-annotations
io.swagger.v3.oas.annotations.info,io.swagger.core.v3:swagger-annotations
io.swagger.v3.oas.annotations.media,io.swagger.core.v3:swagger-annotations
io.swagger.v3.oas.annotations.parameters,io.swagger.core.v3:swagger-annotations
io.swagger.v3.oas.annotations.responses,io.swagger.core.v3:swagger-annotations
io.swagger.v3.oas.annotations.security,io.swagger.core.v3:swagger-annotations
io.swagger.v3.oas.annotations.servers,io.swagger.core.v3:swagger-annotations
io.swagger.v3.oas.annotations.tags,io.swagger.core.v3:swagger-annotations
io.swagger.v3.oas.integration,io.swagger.core.v3:swagger-integration
io.swagger.v3.oas.integration.api,io.swagger.core.v3:swagger-integration
io.swagger.v3.oas.models,io.swagger.core.v3:swagger-models
io.swagger.v3.oas.models.callbacks,io.swagger.core.v3:swagger-models
io.swagger.v3.oas.models.examples,io.swagger.core.v3:swagger-models
io.swagger.v3.oas.models.headers,io.swagger.core.v3:swagger-models
io.swagger.v3.oas.models.info,io.swagger.core.v3:swagger-models
io.swagger.v3.oas.models.links,io.swagger.core.v3:swagger-models
io.swagger.v3.oas.models.media,io.swagger.core.v3:swagger-models
io.swagger.v3.oas.models.parameters,io.swagger.core.v3:swagger-models
io.swagger.v3.oas.models.responses,io.swagger.core.v3:swagger-models
io.swagger.v3.oas.models.security,io.swagger.core.v3:swagger-models
io.swagger.v3.oas.models.servers,io.swagger.core.v3:swagger-models
io.swagger.v3.oas.models.tags,io.swagger.core.v3:swagger-models
io.takari.maven.testing,io.takari.maven.plugins:takari-plugin-testing
io.takari.maven.testing.executor,io.takari.maven.plugins:takari-plugin-testing
io.takari.project.generator,io.takari.graph:takari-graph
io.teknek.tunit,io.teknek:tunit
io.tesla.proviso.archive,io.takari:takari-archiver
io.tus.java.client,io.tus.java.client:tus-java-client
io.undertow,io.undertow:undertow-core
io.undertow.attribute,io.undertow:undertow-core
io.undertow.io,io.undertow:undertow-core
io.undertow.predicate,io.undertow:undertow-core
io.undertow.security,io.undertow:undertow-core
io.undertow.server,io.undertow:undertow-core
io.undertow.servlet.api,io.undertow:undertow-servlet
io.undertow.util,io.undertow:undertow-core
io.undertow.websockets,io.undertow:undertow-core
io.vavr,io.vavr:vavr
io.vavr.collection,io.vavr:vavr
io.vavr.control,io.vavr:vavr
io.vavr.test,io.vavr:vavr-test
io.vertx.codegen.annotations,io.vertx:vertx-codegen
io.vertx.config,io.vertx:vertx-config
io.vertx.core,io.vertx:vertx-core
io.vertx.core.buffer,io.vertx:vertx-core
io.vertx.core.cli,io.vertx:vertx-core
io.vertx.core.dns,io.vertx:vertx-core
io.vertx.core.eventbus,io.vertx:vertx-core
io.vertx.core.file,io.vertx:vertx-core
io.vertx.core.http,io.vertx:vertx-core
io.vertx.core.impl,io.vertx:vertx-core
io.vertx.core.json,io.vertx:vertx-core
io.vertx.core.logging,io.vertx:vertx-core
io.vertx.core.net,io.vertx:vertx-core
io.vertx.core.shareddata,io.vertx:vertx-core
io.vertx.core.spi,io.vertx:vertx-core
io.vertx.core.streams,io.vertx:vertx-core
io.vertx.ext.auth,io.vertx:vertx-auth-common
io.vertx.ext.auth.authorization,io.vertx:vertx-auth-common
io.vertx.ext.auth.impl,io.vertx:vertx-auth-common
io.vertx.ext.consul,io.vertx:vertx-consul-client
io.vertx.ext.healthchecks,io.vertx:vertx-health-check
io.vertx.ext.jdbc,io.vertx:vertx-jdbc-client
io.vertx.ext.unit,io.vertx:vertx-unit
io.vertx.ext.unit.junit,io.vertx:vertx-unit
io.vertx.ext.web,io.vertx:vertx-web
io.vertx.ext.web.client,io.vertx:vertx-web-client
io.vertx.ext.web.codec,io.vertx:vertx-web-common
io.vertx.ext.web.handler,io.vertx:vertx-web
io.vertx.ext.web.impl,io.vertx:vertx-web
io.vertx.ext.web.openapi,io.vertx:vertx-web-openapi
io.vertx.ext.web.sstore,io.vertx:vertx-web
io.vertx.ext.web.validation,io.vertx:vertx-web-validation
io.vertx.json.schema,io.vertx:vertx-json-schema
io.vertx.junit5,io.vertx:vertx-junit5
io.vertx.kafka.admin,io.vertx:vertx-kafka-client
io.vertx.kafka.client.common,io.vertx:vertx-kafka-client
io.vertx.kafka.client.consumer,io.vertx:vertx-kafka-client
io.vertx.kafka.client.producer,io.vertx:vertx-kafka-client
io.vertx.lang.rx,io.vertx:vertx-rx-gen
io.vertx.micrometer,io.vertx:vertx-micrometer-metrics
io.vertx.micrometer.backends,io.vertx:vertx-micrometer-metrics
io.vertx.mutiny.core,io.smallrye.reactive:smallrye-mutiny-vertx-core
io.vertx.mutiny.sqlclient,io.smallrye.reactive:smallrye-mutiny-vertx-sql-client
io.vertx.mysqlclient,io.vertx:vertx-mysql-client
io.vertx.pgclient,io.vertx:vertx-pg-client
io.vertx.proton,io.vertx:vertx-proton
io.vertx.reactivex,io.vertx:vertx-rx-java2-gen
io.vertx.reactivex.core,io.vertx:vertx-rx-java2
io.vertx.reactivex.impl,io.vertx:vertx-rx-java2-gen
io.vertx.reactivex.sqlclient,io.vertx:vertx-rx-java2
io.vertx.redis.client,io.vertx:vertx-redis-client
io.vertx.rx.java,io.vertx:vertx-rx-java-gen
io.vertx.rxjava.core,io.vertx:vertx-rx-java
io.vertx.rxjava.core.shareddata,io.vertx:vertx-rx-java
io.vertx.rxjava3,io.vertx:vertx-rx-java3-gen
io.vertx.rxjava3.core,io.vertx:vertx-rx-java3
io.vertx.rxjava3.impl,io.vertx:vertx-rx-java3-gen
io.vertx.rxjava3.sqlclient,io.vertx:vertx-rx-java3
io.vertx.servicediscovery,io.vertx:vertx-service-discovery
io.vertx.servicediscovery.impl,io.vertx:vertx-service-discovery
io.vertx.servicediscovery.spi,io.vertx:vertx-service-discovery
io.vertx.servicediscovery.types,io.vertx:vertx-service-discovery
io.vertx.sqlclient,io.vertx:vertx-sql-client
io.vertx.sqlclient.impl,io.vertx:vertx-sql-client
io.vlingo.xoom.actors,io.vlingo.xoom:xoom-actors
io.vlingo.xoom.actors.pubsub,io.vlingo.xoom:xoom-actors
io.vlingo.xoom.actors.testkit,io.vlingo.xoom:xoom-actors
io.vlingo.xoom.cluster,io.vlingo.xoom:xoom-cluster
io.vlingo.xoom.cluster.model,io.vlingo.xoom:xoom-cluster
io.vlingo.xoom.common,io.vlingo.xoom:xoom-actors
io.vlingo.xoom.common.compiler,io.vlingo.xoom:xoom-common
io.vlingo.xoom.common.completes,io.vlingo.xoom:xoom-common
io.vlingo.xoom.common.config,io.vlingo.xoom:xoom-common
io.vlingo.xoom.common.crypto,io.vlingo.xoom:xoom-common
io.vlingo.xoom.common.identity,io.vlingo.xoom:xoom-common
io.vlingo.xoom.common.serialization,io.vlingo.xoom:xoom-common
io.vlingo.xoom.common.version,io.vlingo.xoom:xoom-common
io.vlingo.xoom.http,io.vlingo.xoom:xoom-http
io.vlingo.xoom.http.resource,io.vlingo.xoom:xoom-http
io.vlingo.xoom.lattice.exchange,io.vlingo.xoom:xoom-lattice
io.vlingo.xoom.lattice.exchange.camel,io.vlingo.xoom:xoom-lattice-exchange-camel
io.vlingo.xoom.lattice.exchange.camel.adapter,io.vlingo.xoom:xoom-lattice-exchange-camel
io.vlingo.xoom.lattice.exchange.camel.sender,io.vlingo.xoom:xoom-lattice-exchange-camel
io.vlingo.xoom.lattice.grid,io.vlingo.xoom:xoom-lattice
io.vlingo.xoom.lattice.grid.spaces,io.vlingo.xoom:xoom-lattice
io.vlingo.xoom.lattice.model,io.vlingo.xoom:xoom-lattice
io.vlingo.xoom.lattice.model.projection,io.vlingo.xoom:xoom-lattice
io.vlingo.xoom.lattice.model.sourcing,io.vlingo.xoom:xoom-lattice
io.vlingo.xoom.lattice.model.stateful,io.vlingo.xoom:xoom-lattice
io.vlingo.xoom.lattice.query,io.vlingo.xoom:xoom-lattice
io.vlingo.xoom.symbio,io.vlingo.xoom:xoom-symbio
io.vlingo.xoom.symbio.store,io.vlingo.xoom:xoom-symbio
io.vlingo.xoom.symbio.store.common.jdbc,io.vlingo.xoom:xoom-symbio-jdbc
io.vlingo.xoom.symbio.store.common.jdbc.postgres,io.vlingo.xoom:xoom-symbio-jdbc
io.vlingo.xoom.symbio.store.journal.jdbc,io.vlingo.xoom:xoom-symbio-jdbc
io.vlingo.xoom.symbio.store.state.jdbc,io.vlingo.xoom:xoom-symbio-jdbc
io.vlingo.xoom.symbio.store.state.jdbc.postgres,io.vlingo.xoom:xoom-symbio-jdbc
io.vlingo.xoom.turbo,io.vlingo.xoom:xoom-turbo
io.vlingo.xoom.turbo.actors,io.vlingo.xoom:xoom-turbo
io.vlingo.xoom.turbo.annotation,io.vlingo.xoom:xoom-turbo
io.vlingo.xoom.turbo.exchange,io.vlingo.xoom:xoom-turbo
io.vlingo.xoom.turbo.storage,io.vlingo.xoom:xoom-turbo
io.webfolder.ui4j.api.browser,io.webfolder:ui4j-api
io.webfolder.ui4j.api.dialog,io.webfolder:ui4j-api
io.webfolder.ui4j.api.dom,io.webfolder:ui4j-api
io.webfolder.ui4j.api.event,io.webfolder:ui4j-api
io.webfolder.ui4j.api.util,io.webfolder:ui4j-api
io.webfolder.ui4j.spi,io.webfolder:ui4j-api
io.xream.sqli.annotation,io.xream.sqli:sqli-builder
io.xream.sqli.api,io.xream.sqli:sqli-core
io.xream.sqli.api.customizer,io.xream.sqli:sqli-core
io.xream.sqli.builder,io.xream.sqli:sqli-builder
io.xream.sqli.builder.internal,io.xream.sqli:sqli-builder
io.xream.sqli.cache,io.xream.sqli:sqli-core
io.xream.sqli.cache.internal,io.xream.sqli:sqli-core
io.xream.sqli.converter,io.xream.sqli:sqli-core
io.xream.sqli.core,io.xream.sqli:sqli-core
io.xream.sqli.dialect,io.xream.sqli:sqli-core
io.xream.sqli.exception,io.xream.sqli:sqli-builder
io.xream.sqli.filter,io.xream.sqli:sqli-builder
io.xream.sqli.mapping,io.xream.sqli:sqli-builder
io.xream.sqli.page,io.xream.sqli:sqli-builder
io.xream.sqli.parser,io.xream.sqli:sqli-builder
io.xream.sqli.repository.init,io.xream.sqli:sqli-repo
io.xream.sqli.repository.internal,io.xream.sqli:sqli-repo
io.xream.sqli.spi,io.xream.sqli:sqli-core
io.xream.sqli.spi.customizer,io.xream.sqli:sqli-core
io.xream.sqli.starter,io.xream.sqli:sqli-repo
io.xream.sqli.support,io.xream.sqli:sqli-builder
io.xream.sqli.test,io.xream.sqli:sqli-builder
io.xream.sqli.util,io.xream.sqli:sqli-builder
io.xream.x7,io.xream.x7:x7-spring-boot-starter
io.xream.x7.annotation,io.xream.x7:x7-base
io.xream.x7.base.api,io.xream.x7:x7-base
io.xream.x7.base.exception,io.xream.x7:x7-base
io.xream.x7.base.util,io.xream.x7:x7-base
io.xream.x7.base.web,io.xream.x7:x7-base
io.xream.x7.fallback,io.xream.x7:x7-reyc
io.xream.x7.lock,io.xream.x7:x7-lock
io.xream.x7.lock.customizer,io.xream.x7:x7-lock
io.xream.x7.repository.jdbctemplate,io.xream.x7:x7-jdbc-template-plus
io.xream.x7.reyc,io.xream.x7:x7-reyc
io.xream.x7.reyc.api,io.xream.x7:x7-reyc
io.xream.x7.reyc.internal,io.xream.x7:x7-reyc
io.xream.x7.sqli.repository.config.datasource,io.xream.x7:x7-sqli
io.xream.x7.sqli.repository.dialect,io.xream.x7:x7-sqli
io.xream.x7.sqli.repository.proxy,io.xream.x7:x7-sqli
io.zeebe.client,io.zeebe:zeebe-client-java
io.zeebe.client.api,io.zeebe:zeebe-client-java
io.zeebe.model.bpmn,io.zeebe:zeebe-bpmn-model
io.zeebe.model.bpmn.builder,io.zeebe:zeebe-bpmn-model
io.zonky.test.db,io.zonky.test:embedded-database-spring-test
io.zonky.test.db.postgres.embedded,io.zonky.test:embedded-postgres
io.zonky.test.db.postgres.junit,io.zonky.test:embedded-postgres
it.fabioformosa.metamorphosis.core,it.fabioformosa:metamorphosis-core
it.fabioformosa.quartzmanager.common.properties,it.fabioformosa.quartz-manager:quartz-manager-common
it.fabioformosa.quartzmanager.common.utils,it.fabioformosa.quartz-manager:quartz-manager-common
it.fabioformosa.quartzmanager.jobs,it.fabioformosa.quartz-manager:quartz-manager-starter-api
it.fabioformosa.quartzmanager.jobs.entities,it.fabioformosa.quartz-manager:quartz-manager-starter-api
it.ozimov.mockito.helpers.captors,it.ozimov:mockito-helpers
it.ozimov.springboot.mail.configuration,it.ozimov:spring-boot-email-core
it.ozimov.springboot.mail.model,it.ozimov:spring-boot-email-core
it.ozimov.springboot.mail.model.defaultimpl,it.ozimov:spring-boot-email-core
it.ozimov.springboot.mail.service,it.ozimov:spring-boot-email-core
it.ozimov.springboot.mail.service.exception,it.ozimov:spring-boot-email-core
it.sauronsoftware.cron4j,it.sauronsoftware.cron4j:cron4j
it.unimi.dsi.big.util,it.unimi.dsi:dsiutils
it.unimi.dsi.bits,it.unimi.dsi:dsiutils
it.unimi.dsi.fastutil,it.unimi.dsi:fastutil
it.unimi.dsi.fastutil.chars,it.unimi.dsi:fastutil
it.unimi.dsi.fastutil.doubles,it.unimi.dsi:fastutil
it.unimi.dsi.fastutil.floats,it.unimi.dsi:fastutil
it.unimi.dsi.fastutil.ints,it.unimi.dsi:fastutil
it.unimi.dsi.fastutil.io,it.unimi.dsi:fastutil
it.unimi.dsi.fastutil.longs,it.unimi.dsi:fastutil
it.unimi.dsi.fastutil.objects,it.unimi.dsi:fastutil
it.unimi.dsi.fastutil.shorts,it.unimi.dsi:fastutil
it.unimi.dsi.io,it.unimi.dsi:dsiutils
it.unimi.dsi.lang,it.unimi.dsi:dsiutils
it.unimi.dsi.logging,it.unimi.dsi:dsiutils
it.unimi.dsi.sux4j.mph,it.unimi.dsi:sux4j
it.unimi.dsi.sux4j.util,it.unimi.dsi:sux4j
it.unimi.dsi.util,it.unimi.dsi:dsiutils
it.uniroma1.dis.wsngroup.gexf4j.core,it.uniroma1.dis.wsngroup.gexf4j:gexf4j
it.uniroma1.dis.wsngroup.gexf4j.core.data,it.uniroma1.dis.wsngroup.gexf4j:gexf4j
it.uniroma1.dis.wsngroup.gexf4j.core.dynamic,it.uniroma1.dis.wsngroup.gexf4j:gexf4j
it.uniroma1.dis.wsngroup.gexf4j.core.impl,it.uniroma1.dis.wsngroup.gexf4j:gexf4j
j2html,com.j2html:j2html
j2html.tags,com.j2html:j2html
j2html.utils,com.j2html:j2html
jakarta.activation,jakarta.activation:jakarta.activation-api
jakarta.annotation,jakarta.annotation:jakarta.annotation-api
jakarta.annotation.security,jakarta.platform:jakarta.jakartaee-api
jakarta.ejb,jakarta.ejb:jakarta.ejb-api
jakarta.enterprise.concurrent,jakarta.enterprise.concurrent:jakarta.enterprise.concurrent-api
jakarta.enterprise.context,jakarta.enterprise:jakarta.enterprise.cdi-api
jakarta.enterprise.context.spi,jakarta.enterprise:jakarta.enterprise.cdi-api
jakarta.enterprise.event,jakarta.enterprise:jakarta.enterprise.cdi-api
jakarta.enterprise.inject,jakarta.enterprise:jakarta.enterprise.cdi-api
jakarta.enterprise.inject.spi,jakarta.enterprise:jakarta.enterprise.cdi-api
jakarta.enterprise.util,jakarta.enterprise:jakarta.enterprise.cdi-api
jakarta.faces,jakarta.platform:jakarta.jakartaee-api
jakarta.faces.application,jakarta.platform:jakarta.jakartaee-api
jakarta.faces.component,jakarta.platform:jakarta.jakartaee-api
jakarta.faces.context,jakarta.platform:jakarta.jakartaee-api
jakarta.faces.convert,jakarta.platform:jakarta.jakartaee-api
jakarta.faces.event,jakarta.platform:jakarta.jakartaee-api
jakarta.faces.model,jakarta.platform:jakarta.jakartaee-api
jakarta.faces.view,jakarta.platform:jakarta.jakartaee-api
jakarta.inject,jakarta.platform:jakarta.jakartaee-api
jakarta.json,org.glassfish:jakarta.json
jakarta.json.bind,jakarta.json.bind:jakarta.json.bind-api
jakarta.json.bind.adapter,jakarta.json.bind:jakarta.json.bind-api
jakarta.json.bind.annotation,jakarta.json.bind:jakarta.json.bind-api
jakarta.json.bind.config,jakarta.json.bind:jakarta.json.bind-api
jakarta.json.bind.serializer,jakarta.json.bind:jakarta.json.bind-api
jakarta.json.spi,jakarta.json:jakarta.json-api
jakarta.json.stream,org.glassfish:jakarta.json
jakarta.mail,com.sun.mail:jakarta.mail
jakarta.mail.event,com.sun.mail:jakarta.mail
jakarta.mail.internet,com.sun.mail:jakarta.mail
jakarta.mail.search,com.sun.mail:jakarta.mail
jakarta.nosql.tck.test,jakarta.nosql.tck.mapping:mapping-tck-test
jakarta.persistence,jakarta.platform:jakarta.jakartaee-api
jakarta.servlet,jakarta.servlet:jakarta.servlet-api
jakarta.servlet.annotation,jakarta.platform:jakarta.jakartaee-api
jakarta.servlet.http,jakarta.servlet:jakarta.servlet-api
jakarta.validation,jakarta.validation:jakarta.validation-api
jakarta.validation.bootstrap,jakarta.validation:jakarta.validation-api
jakarta.validation.constraints,jakarta.validation:jakarta.validation-api
jakarta.ws.rs,jakarta.ws.rs:jakarta.ws.rs-api
jakarta.ws.rs.client,jakarta.ws.rs:jakarta.ws.rs-api
jakarta.ws.rs.container,jakarta.ws.rs:jakarta.ws.rs-api
jakarta.ws.rs.core,jakarta.ws.rs:jakarta.ws.rs-api
jakarta.ws.rs.ext,jakarta.ws.rs:jakarta.ws.rs-api
jakarta.ws.rs.sse,jakarta.ws.rs:jakarta.ws.rs-api
jakarta.xml.bind,jakarta.platform:jakarta.jakartaee-api
jakarta.xml.bind.annotation,jakarta.xml.bind:jakarta.xml.bind-api
jakarta.xml.bind.attachment,jakarta.xml.bind:jakarta.xml.bind-api
jakarta.xml.bind.util,jakarta.xml.bind:jakarta.xml.bind-api
java8.lang,net.sourceforge.streamsupport:streamsupport
java8.util,net.sourceforge.streamsupport:streamsupport
java8.util.concurrent,net.sourceforge.streamsupport:streamsupport
java8.util.concurrent.atomic,net.sourceforge.streamsupport:streamsupport-atomic
java8.util.function,net.sourceforge.streamsupport:streamsupport
java8.util.stream,net.sourceforge.streamsupport:streamsupport
java_cup,com.github.vbmacher:java-cup
java_cup.runtime,org.jboss.byteman:byteman
javanet.staxutils,net.java.dev.stax-utils:stax-utils
javassist,org.javassist:javassist
javassist.bytecode,org.javassist:javassist
javassist.convert,org.javassist:javassist
javassist.expr,org.javassist:javassist
javassist.util,org.javassist:javassist
javax0.license3j,com.javax0.license3j:license3j
javax0.license3j.crypto,com.javax0.license3j:license3j
javax0.license3j.io,com.javax0.license3j:license3j
javax0.repl,com.javax0.repl:repl
javazoom.jl.decoder,javazoom:jlayer
javazoom.jl.player,com.googlecode.soundlibs:jlayer
javazoom.spi.mpeg.sampled.convert,com.googlecode.soundlibs:mp3spi
javazoom.spi.mpeg.sampled.file,com.googlecode.soundlibs:mp3spi
javazoom.spi.mpeg.sampled.file.tag,com.googlecode.soundlibs:mp3spi
javolution.io,javolution:javolution
jcuda,org.jcuda:jcuda
jcuda.jcublas,org.jcuda:jcublas
jcuda.jcudnn,org.jcuda:jcudnn
jcuda.runtime,org.jcuda:jcuda
jcuda.vec,org.jcuda:jcuda-vec
jdk.nashorn.api.scripting,org.openjdk.nashorn:nashorn-core
jersey.repackaged.com.google.common.cache,org.glassfish.jersey.bundles.repackaged:jersey-guava
jetbrains.exodus,org.jetbrains.xodus:xodus-openAPI
jetbrains.exodus.bindings,org.jetbrains.xodus:xodus-openAPI
jetbrains.exodus.entitystore,org.jetbrains.xodus:xodus-entity-store
jetbrains.exodus.env,org.jetbrains.xodus:xodus-openAPI
jetbrick.bean,com.github.subchen:jetbrick-commons
jetbrick.bean.asm,com.github.subchen:jetbrick-commons
jetbrick.collection,com.github.subchen:jetbrick-commons
jetbrick.collection.iterator,com.github.subchen:jetbrick-commons
jetbrick.config,com.github.subchen:jetbrick-commons
jetbrick.io,com.github.subchen:jetbrick-commons
jetbrick.io.finder,com.github.subchen:jetbrick-commons
jetbrick.io.resource,com.github.subchen:jetbrick-commons
jetbrick.io.stream,com.github.subchen:jetbrick-commons
jetbrick.template,com.github.subchen:jetbrick-template
jetbrick.template.loader,com.github.subchen:jetbrick-template
jetbrick.template.resolver,com.github.subchen:jetbrick-template
jetbrick.template.runtime,com.github.subchen:jetbrick-template
jetbrick.template.web,com.github.subchen:jetbrick-template-web
jetbrick.util,com.github.subchen:jetbrick-commons
jetbrick.util.tuple,com.github.subchen:jetbrick-commons
jetbrick.web.mvc,com.github.subchen:jetbrick-webmvc
jetbrick.web.mvc.result,com.github.subchen:jetbrick-webmvc
jetbrick.web.servlet,com.github.subchen:jetbrick-commons
jflex,de.jflex:jflex
jflex.base,de.jflex:jflex
jflex.core,de.jflex:jflex
jflex.exceptions,de.jflex:jflex
jflex.generator,de.jflex:jflex
jflex.logging,de.jflex:jflex
jflex.option,de.jflex:jflex
jflex.scanner,de.jflex:jflex
jfxtras.fxml,org.jfxtras:jfxtras-fxml
jfxtras.icalendarfx,org.jfxtras:jfxtras-icalendarfx
jfxtras.icalendarfx.components,org.jfxtras:jfxtras-icalendarfx
jfxtras.icalendarfx.content,org.jfxtras:jfxtras-icalendarfx
jfxtras.icalendarfx.parameters,org.jfxtras:jfxtras-icalendarfx
jfxtras.icalendarfx.properties,org.jfxtras:jfxtras-icalendarfx
jfxtras.icalendarfx.utilities,org.jfxtras:jfxtras-icalendarfx
jfxtras.internal.scene.control,org.jfxtras:jfxtras-controls
jfxtras.internal.scene.control.skin,org.jfxtras:jfxtras-agenda
jfxtras.scene.control,org.jfxtras:jfxtras-controls
jfxtras.scene.control.agenda,org.jfxtras:jfxtras-agenda
jfxtras.scene.layout,org.jfxtras:jfxtras-common
jfxtras.test,org.jfxtras:jfxtras-test-support
jfxtras.util,org.jfxtras:jfxtras-common
jline,jline:jline
jline.console,jline:jline
jline.internal,jline:jline
jmodelgen.core,org.whiley:jmodelgen
jmodelgen.util,org.whiley:jmodelgen
jnr.a64asm,com.github.jnr:jnr-a64asm
jnr.constants,com.github.jnr:jnr-constants
jnr.constants.platform,com.github.jnr:jnr-constants
jnr.enxio.channels,com.github.jnr:jnr-enxio
jnr.ffi,com.github.jnr:jnr-ffi
jnr.posix,com.github.jnr:jnr-posix
jnr.posix.util,com.github.jnr:jnr-posix
jnr.unixsocket,com.github.jnr:jnr-unixsocket
jnr.x86asm,com.github.jnr:jnr-x86asm
jodd.http,org.jodd:jodd-http
jodd.http.net,org.jodd:jodd-http
jodd.madvoc,org.jodd:jodd-madvoc
jodd.madvoc.result,org.jodd:jodd-madvoc
joptsimple,net.sf.jopt-simple:jopt-simple
joptsimple.internal,net.sf.jopt-simple:jopt-simple
joptsimple.util,net.sf.jopt-simple:jopt-simple
jregex,net.sourceforge.jregex:jregex
jsinterop.annotations,org.dominokit:mdi-icons-processor
jsinterop.base,com.google.jsinterop:base
jsr166y,org.codehaus.jsr166-mirror:jsr166y
jsr223.shell,com.github.attemper:jsr223-shell
jssc,org.scream3r:jssc
junit.extensions,junit:junit
junit.framework,junit:junit
junit.textui,junit:junit
junitparams,pl.pragmatists:JUnitParams
junitparams.internal,pl.pragmatists:JUnitParams
junitparams.naming,pl.pragmatists:JUnitParams
kafka.admin,org.apache.kafka:kafka_2.10
kafka.api,org.apache.kafka:kafka_2.12
kafka.cluster,org.apache.kafka:kafka_2.12
kafka.common,org.apache.kafka:kafka_2.12
kafka.consumer,org.apache.kafka:kafka_2.12
kafka.controller,org.apache.kafka:kafka_2.12
kafka.coordinator.group,org.apache.kafka:kafka_2.12
kafka.javaapi,org.apache.kafka:kafka_2.10
kafka.javaapi.consumer,org.apache.kafka:kafka_2.10
kafka.javaapi.message,org.apache.kafka:kafka_2.10
kafka.javaapi.producer,org.apache.kafka:kafka_2.10
kafka.log,org.apache.kafka:kafka_2.11
kafka.message,org.apache.kafka:kafka_2.12
kafka.network,org.apache.kafka:kafka_2.9.2
kafka.producer,org.apache.kafka:kafka_2.10
kafka.serializer,org.apache.kafka:kafka_2.10
kafka.server,org.apache.kafka:kafka_2.10
kafka.utils,org.apache.kafka:kafka_2.12
kafka.zk,org.apache.kafka:kafka_2.11
kilim,org.db4j:kilim
kilim.analysis,org.db4j:kilim
kilim.concurrent,org.db4j:kilim
kilim.http,org.db4j:kilim
kilim.mirrors,org.db4j:kilim
kilim.nio,org.db4j:kilim
kilim.support,org.db4j:kilim
kilim.tools,org.db4j:kilim
kong.unirest,com.konghq:unirest-java
kong.unirest.json,com.konghq:unirest-java
kotlin,org.jetbrains.kotlin:kotlin-stdlib
kotlin.reflect,org.jetbrains.kotlin:kotlin-stdlib
kotlin.reflect.jvm,org.jetbrains.kotlin:kotlin-reflect
kotlin.system,org.jetbrains.kotlin:kotlin-stdlib
kr.motd.maven.os,kr.motd.maven:os-maven-plugin
krati,com.sna-projects.krati:krati
krati.array,com.sna-projects.krati:krati
krati.core,com.sna-projects.krati:krati
krati.io,com.sna-projects.krati:krati
krati.retention,com.sna-projects.krati:krati
krati.store,com.sna-projects.krati:krati
krati.util,com.sna-projects.krati:krati
kyotocabinet,com.fallabs:kyotocabinet-java
lbms.plugins.mldht,com.github.atomashpolskiy:bt-dht
liquibase,org.liquibase:liquibase-core
