repositoryName,packages
careerbuilder/semantic-knowledge-graph,"[mockit,org.apache.solr.response,org.apache.lucene.index,org.apache.lucene.search,com.google,org.apache.solr.core,mockit.integration,org.junit.runner,org.junit,org.apache.solr.schema,junit.framework,org.apache.solr.search.facet,org.apache.solr.handler.component,org.apache.solr.search,org.apache.solr.request,org.apache.solr.handler]"
carrotsearch/smartsprites,"[org.apache.commons.math3.util,org.kohsuke.args4j,com.google,org.assertj.core.api,org.apache.tools.ant,org.apache.tools.ant.types,org.apache.commons.io]"
casbin/jcasbin,"[org.slf4j,com.googlecode.aviator.runtime,org.junit,org.apache.commons.csv,org.openjdk.jmh.annotations,org.openjdk.jmh.runner,org.openjdk.jmh.profile,com.google,com.googlecode.aviator,inet.ipaddr,org.apache.commons.io]"
casid/jte,"[org.apache.maven.project,org.openjdk.jmh.runner,gg.jte.html,org.apache.maven.plugins.annotations,org.assertj.core.api,gg.jte.resolve,gg.jte,gg.jte.compiler,gg.jte.output,gg.jte.support,org.apache.maven.plugin.logging,org.openjdk.jmh.annotations,org.apache.maven.plugin,gg.jte.runtime,org.jetbrains.kotlin.cli.jvm,org.jetbrains.kotlin.cli.common,io.methvin.watcher,org.owasp.encoder,org.jetbrains.kotlin.config]"
cassandre-tech/cassandre-trading-bot,"[com.fasterxml.jackson.dataformat.xml,lombok,tech.cassandre.trading.bot.dto.market,org.ta4j.core.indicators,tech.cassandre.trading.bot.util.base,tech.cassandre.trading.bot.dto.strategy,tech.cassandre.trading.bot.dto.util,lombok.experimental,tech.cassandre.trading.bot.strategy,io.github.bucket4j,tech.cassandre.trading.bot.batch,org.knowm.xchange.exceptions,org.awaitility.core,org.knowm.xchange.service,org.knowm.xchange.currency,org.ta4j.core,com.opencsv,org.ta4j.core.num,org.mapstruct,tech.cassandre.trading.bot.dto.trade,tech.cassandre.trading.bot.repository,tech.cassandre.trading.bot.util.exception,org.ta4j.core.rules,tech.cassandre.trading.bot.service,tech.cassandre.trading.bot.dto.user,org.mapstruct.factory,org.awaitility.pollinterval,tech.cassandre.trading.bot.util.mapper,org.awaitility,io.github.bucket4j.local,org.knowm.xchange,org.knowm.xchange.dto,org.knowm.xchange.instrument,tech.cassandre.trading.bot.dto.position,org.apache,lombok.extern]"
castlabs/dashencrypt,"[org.mp4parser.muxer,org.mp4parser.muxer.builder,org.kohsuke.args4j.spi,org.junit,junit.framework,org.kohsuke.args4j,org.mp4parser.muxer.container,org.custommonkey.xmlunit,org.mp4parser.muxer.tracks,org.apache.commons.lang.math,org.apache.commons.lang,org.apache.commons.io]"
castorini/anserini,"[com.fasterxml.jackson.datatype.jdk8,org.apache.commons.compress.archivers.tar,org.jsoup.nodes,com.fasterxml.jackson.databind.node,org.apache.commons.pool2,org.apache.lucene.store,org.apache.commons.pool2.impl,com.fasterxml.jackson.core,com.twitter.twittertext,org.apache.lucene.search.spans,org.apache.solr,org.apache.lucene.util,org.apache.lucene.analysis.standard,org.junit,org.jbibtex,org.apache.lucene.geo,com.fasterxml.jackson.databind.annotation,org.apache.lucene.codecs,org.apache.commons.compress.compressors.gzip,org.apache.commons.compress.compressors.z,org.apache.lucene.index,org.apache.lucene.document,org.apache.solr.common,org.apache.lucene.search,org.apache.lucene.analysis,org.elasticsearch.client,com.fasterxml.jackson.annotation,com.google,org.apache.lucene.analysis.ja,org.apache.commons.compress.compressors.bzip2,org.apache.logging.log4j,org.wikiclean,org.apache.tools.bzip2,org.kohsuke.args4j.spi,org.apache.commons.compress.archivers,org.apache.commons.csv,org.apache.lucene.analysis.tokenattributes,org.kohsuke.args4j,org.apache.lucene.search.similarities,junit.framework,org.apache.solr.client.solrj,org.apache.solr.common.params,org.jsoup,com.fasterxml.jackson.databind,org.tukaani.xz,com.fasterxml.jackson.dataformat.yaml,org.apache]"
cdapio/netty-http,"[io.netty.buffer,org.junit.rules,org.slf4j,org.junit,io.netty.handler.stream,io.netty.handler.codec.http,com.google,io.netty.handler.ssl,org.apache.commons.beanutils,io.netty.handler.ssl.util]"
census-instrumentation/opencensus-java,"[org.eclipse.jetty.client.http,io.opencensus.exporter.metrics.ocagent,io.opencensus.stats,org.eclipse.jetty.client,org.eclipse.jetty.servlet,io.opencensus.trace.samplers,org.eclipse.jetty.client.util,io.opencensus.exporter.trace.jaeger,io.opencensus.contrib.http.servlet,io.opencensus.contrib.zpages,io.opencensus.trace.export,io.opencensus.trace.config,io.opencensus.impl.stats,io.opencensus.metrics,io.opencensus.exporter.trace.ocagent,io.opencensus.trace.unsafe,io.opencensus.exporter.trace.logging,io.opencensus.exporter.stats.stackdriver,io.opencensus.metrics.data,org.eclipse.jetty.server,io.opencensus.tags,io.opencensus.tags.propagation,io.grpc.netty,io.opencensus.exporter.trace.stackdriver,io.opencensus.common,io.opencensus.contrib.http.jetty.client,io.opencensus.contrib.http,io.grpc.inprocess,io.opencensus.internal,org.eclipse.jetty.server.handler,org.eclipse.jetty.client.api,io.opencensus.exporter.stats.prometheus,io.opencensus.trace.propagation,io.opencensus.contrib.http.util,io.opencensus.contrib.grpc.metrics,io.opencensus.trace,io.opencensus.tags.unsafe,io.opencensus.resource,io.opencensus.metrics.export,io.prometheus.client.exporter]"
centic9/jgit-cookbook,"[org.eclipse.jgit.errors,org.eclipse.jgit.lib,org.eclipse.jgit.revplot,org.eclipse.jgit.internal.storage,org.eclipse.jgit.api,org.eclipse.jgit.blame,org.eclipse.jgit.storage.file,org.eclipse.jgit.treewalk.filter,org.eclipse.jgit.diff,org.eclipse.jgit.util,org.eclipse.jgit.dircache,org.eclipse.jgit.annotations,org.eclipse.jgit.revwalk,org.junit,org.eclipse.jgit.api.errors,org.eclipse.jgit.submodule,org.eclipse.jgit.treewalk,org.eclipse.jgit.transport,org.eclipse.jgit.notes,org.eclipse.jgit.archive,org.apache.commons.io]"
cescoffier/vertx-microservices-workshop,"[org.junit.runner,org.junit,com.jayway.awaitility,org.assertj.core.api]"
cflint/CFLint,"[ro.fortsoft.pf4j,com.fasterxml.jackson.core,org.apache.tools.ant.types,javanet.staxutils,cfml,org.junit.runner,org.apache.commons.io.input,com.fasterxml.jackson.module.jaxb,org.junit,org.apache.commons.cli,cfml.parsing,com.fasterxml.jackson.databind,org.apache.tools.ant,org.junit.runners,org.apache.commons.io]"
cglib/cglib,"[junit.textui,org.openjdk.jmh.runner,org.openjdk.jmh.profile,net.sf.cglib.samples,org.apache.tools.ant.types,net.sf.cglib.proxy,org.openjdk.jmh.results,org.junit,org.openjdk.jmh.annotations,junit.framework,org.objectweb.asm,net.sf.cglib.core,org.apache.tools.ant,net.sf.cglib.reflect,org.openjdk.jmh.infra]"
chanjarster/weixin-java-tools,"[me.chanjar.weixin.common.util,com.thoughtworks.xstream.security,org.slf4j.helpers,me.chanjar.weixin.common.util.crypto,me.chanjar.weixin.common.util.xml,org.eclipse.jetty.servlet,me.chanjar.weixin.common.bean.result,me.chanjar.weixin.common.api,org.junit,me.chanjar.weixin.common.util.json,com.thoughtworks.xstream.core,me.chanjar.weixin.common.bean,me.chanjar.weixin.common.util.fs,org.eclipse.jetty.server,com.google.inject.binder,me.chanjar.weixin.common.exception,org.apache.commons.io,com.thoughtworks.xstream,org.apache.http.entity.mime,com.thoughtworks.xstream.io,me.chanjar.weixin.common.util.http,com.google,org.apache.http.entity.mime.content,org.testng,org.testng.annotations,me.chanjar.weixin.common.session,com.thoughtworks.xstream.annotations,com.google.inject,org.slf4j,org.apache,com.thoughtworks.xstream.converters]"
chaosblade-io/chaosblade-exec-jvm,"[lombok,org.codehaus.groovy,org.yaml.snakeyaml,ch.qos.logback.classic,groovy.lang,com.fasterxml.jackson.core,net.sf.cglib.proxy,org.slf4j,org.junit,net.sf.cglib.core,com.fasterxml.jackson.databind,com.fasterxml.jackson.databind.type,org.yaml.snakeyaml.nodes,org.apache]"
checkstyle/sonar-checkstyle,"[org.mockito.invocation,org.sonar.api.server,com.sonar.orchestrator.build,com.puppycrawl.tools.checkstyle,org.codehaus.staxmate,org.sonar.api.profiles,org.sonar.plugins.java,org.assertj.core.api,com.puppycrawl.tools.checkstyle.meta,org.fest.assertions,org.sonar.api.batch.rule,com.puppycrawl.tools.checkstyle.utils,org.junit.rules,com.sonar.orchestrator.http,org.codehaus.staxmate.in,org.junit,org.sonar.api,com.sonar.orchestrator.locator,com.sonar.orchestrator,com.google.gson,org.sonar.api.config.internal,org.apache.commons.io,org.sonar.api.batch,com.sonar.orchestrator.container,org.sonar.api.resources,org.xml.sax,org.sonar.api.utils,org.sonar.api.batch.fs,org.mockito,com.google,com.puppycrawl.tools.checkstyle.checks,org.sonar.api.config,org.sonar.api.rule,org.slf4j,org.custommonkey.xmlunit,org.sonar.api.batch.sensor,org.sonar.api.rules,com.fasterxml.jackson.databind,org.mockito.stubbing,org.apache.commons.lang,com.fasterxml.jackson.dataformat.yaml,com.puppycrawl.tools.checkstyle.api]"
cheese10yun/spring-guide,[springfox.documentation.swagger2.annotations]
cheese10yun/spring-jpa-best-practices,"[springfox.documentation.swagger2.annotations,org.junit.jupiter.api,org.junit.jupiter.api.extension]"
cheng-li/pyramid,"[org.elasticsearch.action,org.jpmml.converter.regression,com.kennycason.kumo,org.elasticsearch.index,com.fasterxml.jackson.core,org.jpmml.converter.mining,org.apache.lucene.search.spans,org.elasticsearch.plugins,org.elasticsearch.cluster,org.jpmml.converter,com.kennycason.kumo.wordstart,org.apache.lucene.util,org.apache.commons.math3.stat.descriptive,org.apache.commons.math3.distribution,org.elasticsearch.common,com.kennycason.kumo.font,org.ojalgo.matrix,com.fasterxml.jackson.databind.annotation,org.apache.commons.math3.linear,com.kennycason.kumo.bg,com.fasterxml.jackson.core.type,org.apache.commons.io,org.apache.lucene.index,org.apache.spark.api,org.apache.commons.math3.random,org.apache.mahout.math.function,org.apache.lucene.search,org.apache.lucene.analysis,org.elasticsearch.client,org.ojalgo.optimisation.convex,com.google,org.ojalgo.matrix.store,org.elasticsearch.node,org.apache.logging.log4j,org.apache.mahout.math,org.elasticsearch.transport.client,org.apache.commons.math3.util,org.ojalgo.optimisation,org.apache.lucene.analysis.tokenattributes,org.apache.spark.broadcast,org.apache.lucene.search.similarities,com.fasterxml.jackson.databind,org.ojalgo.structure,com.kennycason.kumo.palette,org.apache.commons.lang3,org.apache,com.kennycason.kumo.image,org.elasticsearch.search]"
chengdedeng/waf,"[org.littleshoot.proxy.impl,springfox.documentation.swagger2.annotations,lombok,io.netty.channel.nio,io.netty.handler.proxy,io.netty.handler.ssl,net.lightbody.bmp.mitm,io.swagger.annotations,io.netty.handler.timeout,net.lightbody.bmp.mitm.manager,com.auth0.jwt.interfaces,com.auth0.jwt.algorithms,io.netty.handler.codec,io.netty.bootstrap,net.lightbody.bmp.mitm.keys,io.netty.channel.socket,io.netty.util.concurrent,io.netty.buffer,org.littleshoot.proxy,com.auth0.jwt,com.auth0.jwt.exceptions,com.google,org.littleshoot.proxy.extras,org.apache.curator.framework.recipes.cache,io.netty.util,io.netty.channel,org.apache.curator.retry,io.netty.channel.udt,io.netty.handler.traffic,com.alibaba.dubbo.config]"
chenshuo/muduo-protorpc,"[org.junit,com.google.protobuf,org.jboss.netty.handler.codec,org.jboss.netty.buffer,org.jboss.netty.channel,org.jboss.netty.channel.socket,org.jboss.netty.bootstrap]"
chewiebug/GCViewer,"[org.mockito.junit,org.junit.rules,org.junit.runner,org.junit,org.hamcrest.core,org.hamcrest,org.hamcrest.number,org.mockito,org.mockito.stubbing,org.junit.experimental]"
chhsiao90/nitmproxy,"[org.mockito.invocation,org.bouncycastle.cert.jcajce,org.bouncycastle.operator.jcajce,org.mockito,com.google,org.assertj.core.api,org.bouncycastle.openssl,org.bouncycastle.operator,org.assertj.core.data,org.junit,org.apache.commons.cli,org.assertj.core.util,org.mockito.stubbing,org.bouncycastle.openssl.jcajce,org.bouncycastle.cert]"
chocotan/lolibox,"[com.aliyuncs.green.model.v20160621,org.hashids,org.springframework.social.connect.jpa.hibernate,org.springframework.social.connect,org.springframework.social,org.springframework.social.security,com.qcloud.cos.region,com.baidubce.services,com.qiniu.api.io,com.qcloud.cos,com.aliyuncs.profile,org.apache.commons.lang3.exception,com.qiniu.api.auth,org.springframework.social.connect.web,com.qiniu.api.rs,com.aliyuncs.exceptions,com.baidubce.auth,com.aliyuncs,org.springframework.social.weibo.api,com.qcloud.cos.model,com.qiniu.api.auth.digest,com.baidubce,com.qcloud.cos.auth,org.apache.commons.lang3]"
chrisvest/stormpot,"[org.junit.jupiter.params,com.codahale.metrics,org.junit.jupiter.params.provider,io.micrometer.core.instrument.binder,org.assertj.core.util,org.openjdk.jol.info,org.assertj.core.api,org,org.assertj.core.condition,io.micrometer.core.instrument]"
cisco-system-traffic-generator/trex-stateless-gui,"[org.zeromq,org.testfx.api,org.pcap4j.core,org.testng.util,org.pcap4j.util,org.testfx.matcher.control,com.fasterxml.jackson.core,zmq,com.google,org.testfx.matcher.base,org.testng,org.testng.annotations,org.pcap4j.packet,org.json,org.testfx.framework.junit,org.testfx.util,com.sun.jna.ptr,com.sun.jna.platform.win32,org.apache.log4j,com.fasterxml.jackson.databind,com.fasterxml.jackson.databind.type,org.apache.commons.lang,com.fasterxml.jackson.core.type,com.fasterxml.jackson.dataformat.yaml,org.apache,org.apache.commons.io]"
citerus/bookstore-cqrs-example,"[io.dropwizard.assets,io.dropwizard.setup,org.hamcrest,io.dropwizard.client,com.fasterxml.jackson.annotation,org.joda.time,com.google,org.mockito,io.dropwizard.testing.junit,io.dropwizard,org.slf4j,org.junit,org.hamcrest.core,org.mockito.stubbing,org.apache.commons.lang3.builder]"
citerus/dddsample-core,"[org.apache.commons.collections,org.apache.commons.lang.builder,org.apache.commons.lang,org.apache.commons.io]"
citiususc/hipster,"[es.usc.citius.hipster.model.problem,com.tinkerpop.blueprints.impls,es.usc.citius.hipster.util,es.usc.citius.hipster.model.function,com.tinkerpop.blueprints.oupls.jung,com.google,es.usc.citius.hipster.model,es.usc.citius.hipster.algorithm.localsearch,es.usc.citius.hipster.model.impl,com.tinkerpop.blueprints,es.usc.citius.hipster.util.examples,org.junit,es.usc.citius.hipster.graph,es.usc.citius.hipster.algorithm,com.tinkerpop.blueprints.util,com.intellij.uiDesigner.core]"
classgraph/classgraph,"[org.assertj.core.data,com.google.common.jimfs,org.openjdk.jmh.annotations,org.assertj.core.api,org.ops4j.pax.url.mvn,org.openjdk.jmh.infra]"
clir/clearnlp,"[org.kohsuke.args4j.spi,org.junit,com.carrotsearch.hppc.cursors,org.kohsuke.args4j,org.apache.log4j,com.carrotsearch.hppc,com.google,org.tukaani.xz]"
cloudbees-oss/zendesk-java-client,"[org.apache.commons.text,com.github.tomakehurst.wiremock.client,org.hamcrest,com.github.tomakehurst.wiremock.junit,org.asynchttpclient,org.assertj.core.api,org.awaitility,org.asynchttpclient.request,org.junit.rules,org.junit.runner,org.slf4j,org.hamcrest.core,org.junit,com.damnhandy.uri.template,org.awaitility.core,com.github.tomakehurst.wiremock,com.github.tomakehurst.wiremock.core]"
cloudera/cm/api,"[com.fasterxml.jackson.module.jaxb,org.junit,com.fasterxml.jackson.jaxrs.json,org.apache.cxf.jaxrs.ext,org.apache.cxf.jaxrs.client,com.fasterxml.jackson.annotation,org.joda.time,com.google,com.fasterxml.jackson.databind,org.apache.commons.lang,com.fasterxml.jackson.databind.exc,org.joda.time.base,org.joda.time.format]"
cloudera/flink-tutorials,"[com.codahale.metrics,org.junit,org.apache.flink.configuration,org.apache.flink.api.java.utils,com.fasterxml.jackson.databind,org.apache.flink.api.common,org.apache.flink.util,org.apache.flink.api.java,org.apache.flink.core.fs,org.apache]"
cloudera/flume,"[org.apache.avro.specific,org.apache.thrift.transport,org.codehaus.jettison.json,org.apache.avro,org.apache.thrift,dk.brics.automaton,org.apache.hadoop.util.bloom,org.junit.runner,org.apache.avro.reflect,org.apache.avro.file,org.apache.avro.generic,org.junit,org.apache.commons.cli,org.apache.hadoop.util.hash,org.apache.avro.ipc,org.antlr.runtime.tree,org.apache.log4j,org.apache.avro.io,org.apache.hadoop.conf,org.mockito,com.google,org.apache.hadoop.security,org.apache.thrift.protocol,org.apache.hadoop.io,org.antlr.runtime,org.apache.avro.util,org.slf4j,org.apache.avro.ipc.specific,org.apache.log4j.spi,org.apache.hadoop.util,junit.framework,org.apache.hadoop.io.compress,org.apache.hadoop.fs,org.apache.log4j.helpers,org.mockito.stubbing,org.apache.commons.lang,org.apache.hadoop.metrics.spi,org.junit.runners,org.apache]"
cloudfoundry/java-buildpack-auto-reconfiguration,"[org.springframework.cloud.service,org.springframework.cloud]"
cloudinary/cloudinary/java,"[org.springframework.web.multipart,org.apache.http.params,org.apache.http.message,org.apache.http.client,org.hamcrest,org.apache.http.conn,org.apache.http.entity,org.springframework.web.bind,org.apache.http.util,com.cloudinary,org.junit.rules,org.junit.runner,org.junit,junit.framework,org.apache.http,com.google.appengine.api,org.junit.experimental,org.apache.http.protocol,org.apache.http.impl,org.springframework.data.jpa.repository]"
cloudyrock/mongock,"[org.mockito.invocation,io.mongock.driver.mongodb.v3.repository,io.changock.migration.api.annotations,io.mongock.runner.core.builder,com.github.silaev.mongodb.replicaset,io.mongock.driver.api.util,javassist.util,io.mongock.api.annotations,io.mongock.utils.annotation,io.mongock.utils,io.mongock.driver.mongodb.v3.driver,io.mongock.driver.mongodb.sync.v4.changelogs.runalways,org.junit.jupiter.api,io.mongock.runner.core.executor.changelog,org.objenesis.instantiator,io.mongock.driver.mongodb.test.template.interfaces,org.springframework.boot.autoconfigure.condition,io.mongock.driver.mongodb.sync.v4.driver,io.mongock.runner.core.executor.dependency,io.mongock.driver.api.lock,io.mongock.runner.core.event.result,io.mongock.runner.core.executor,io.mongock.runner.core.builder.roles,org.mockito,io.mongock.driver.api.lock.guard,io.mongock.runner.core.executor.operation,io.mongock.runner.standalone.base,org.slf4j,io.mongock.driver.api.driver,io.mongock.runner.test,org.reflections,org.springframework.boot.autoconfigure.mongo,io.mongock.driver.api.common,org.apache.maven.artifact.versioning,io.mongock.runner.standalone.base.migration,org.springframework.boot.autoconfigure.data,io.mongock.runner.core.internal,io.mongock.runner.springboot.base.config,io.mongock.utils.field,io.mongock.runner.spring.base.events,org.mockito.internal,org.junit.rules,io.mongock.runner.spring.base.util,org.junit,io.mongock.driver.mongodb.springdata.v3,com.github.cloudyrock.mongock,io.mongock.api.config.executor,com.mongodb.client,org.springframework.boot.autoconfigure,org.objenesis,io.mongock.driver.mongodb.test.template.util,io.mongock.driver.mongodb.sync.v4.repository,io.mongock.driver.api.entry,io.mongock.api.config,io.mongock.driver.mongodb.test.template,io.mongock.util.test,com.google,org.testcontainers,io.mongock.driver.core.driver,io.mongock.runner.core.event,io.mongock.driver.mongodb.sync.v4.changelogs.runonce,io.mongock.runner.springboot.base,io.mongock.runner.springboot.base.builder,io.mongock.driver.core.lock,org.mockito.stubbing,io.mongock.api.exception,io.mongock.runner.spring.base.context]"
cmlbeliever/SpringBootLearning,"[org.springframework.beans.factory,redis.embedded,org.joda.time,org.aspectj.lang,org.springframework.amqp.rabbit.connection,org.springframework.amqp.rabbit.core,org.mybatis.spring,org.springframework.validation,org.junit.runner,org.redisson,org.junit,org.springframework.context.annotation,org.springframework.cache.annotation,org.springframework.cache,org.springframework.cache.interceptor,org.redisson.api,org.joda.time.format,org.apache.commons.io,org.springframework.cache.support,org.springframework.scheduling.annotation,org.springframework.amqp.rabbit.annotation,org.springframework.context.support,org.joda.time.field,org.redisson.config,org.springframework.stereotype,org.aspectj.lang.annotation,org.joda.time.base,org.springframework.context,org.springframework.scheduling.concurrent,org.springframework.beans,org.springframework.cache.concurrent,org.springframework.ui,org.mybatis.spring.annotation,org.apache.commons.lang,org.apache.commons.lang3,org.apache,org.springframework.amqp.rabbit.config]"
cobbzilla/s3s3mirror,"[lombok,org.slf4j,org.junit,com.amazonaws.services.s3.model,org.kohsuke.args4j,com.amazonaws.services.s3,org.mockito,org.joda.time,org.mockito.stubbing,org.apache.commons.lang3,org.joda.time.base,lombok.extern,org.apache.commons.io]"
code-disaster/steamworks4j,"[com.codedisaster.steamworks,com.badlogic.gdx.jnigen]"
code4craft/blackhole,"[net.sf.ehcache,org.junit,org.xbill,org.apache.commons.lang3]"
code4craft/xsoup,"[org.jsoup.select,org.jsoup.internal,org.jsoup.nodes,org.junit,org.jsoup.helper,org.jsoup,org.assertj.core.api,org.jsoup.parser]"
codecentric/chaos-monkey-spring-boot,"[org.springframework.boot.test.mock.mockito,org.springframework.boot.context,org.springframework.boot,org.springframework.boot.test.web.client,org.mockito,org.springframework.boot.web,org.springframework.boot.test.context,org.mockito.stubbing,org.assertj.core.api,io.getunleash,org.springframework.boot.test.context.runner]"
codecentric/cxf-spring-boot-starter,"[de.codecentric.cxf.xmlvalidation,io.restassured,de.codecentric.cxf.soaprawclient,org.apache.cxf.transport.servlet,io.restassured.specification,org.apache.http.client.fluent,de.codecentric.cxf.logging.soapmsg,net.logstash.logback.marker,de.codecentric.cxf.common,io.restassured.response,de.codecentric.cxf.configuration,uk.org.webcompere.systemstubs.jupiter,org.apache.cxf.jaxws]"
codecentric/spring-boot-admin,"[de.codecentric.boot.admin.server.domain,de.codecentric.boot.admin.server.eventstore,de.codecentric.boot.admin.server.notify,de.codecentric.boot.admin.server.web,de.codecentric.boot.admin.server.services,de.codecentric.boot.admin.server.config]"
codecentric/spring-boot-starter-batch-web,[org.apache.commons.io]
codedrinker/community,"[lombok,com.alibaba.fastjson,okhttp3,com.google,cn.ucloud.ufile.bean,cn.ucloud.ufile,org.apache.commons.lang3,cn.ucloud.ufile.auth,lombok.extern,org.apache.commons.io]"
codelibs/elasticsearch-analysis-kuromoji-ipadic-neologd,"[org.elasticsearch,org.elasticsearch.action,org.elasticsearch.indices,org.elasticsearch.index,org.elasticsearch.node,org.elasticsearch.plugins,org.codelibs.elasticsearch.runner,org.elasticsearch.env,org.junit,org.elasticsearch.common,org.codelibs.analysis.ja,org.elasticsearch.rest,org.codelibs.elasticsearch.runner.net,org.elasticsearch.search]"
codelibs/elasticsearch-dataformat,"[org.elasticsearch,org.elasticsearch.action,com.orangesignal.csv,org.elasticsearch.client,org.apache.poi.xssf,org.apache.poi.hssf,org.elasticsearch.node,org.apache.logging.log4j,org.elasticsearch.plugins,org.elasticsearch.cluster,org.apache.poi.ss,org.codelibs.elasticsearch.runner,org.junit.runner,org.junit,org.elasticsearch.common,org.elasticsearch.rest,org.codelibs.elasticsearch.runner.net,org.junit.runners,org.apache.poi.poifs,org.elasticsearch.search]"
codelibs/elasticsearch-river-web,"[org.codelibs.core.beans.factory,org.codelibs.core.lang,org.lastaflute.di.core.factory,org.elasticsearch.action,org.jsoup.nodes,org.codelibs.core.beans,org.elasticsearch.client,org.codelibs.fess.crawler.service.impl,org.elasticsearch.index,org.elasticsearch.node,org.dbflute.utflute.lastadi,org.jsoup.select,org.codelibs.core.io,org.codelibs.core.beans.util,org.codelibs.elasticsearch.runner,org.codelibs.core.misc,org.junit,org.lastaflute.di.core,junit.framework,org.kohsuke.args4j,org.codelibs.fess.crawler.client,org.elasticsearch.script,org.elasticsearch.common,org.jsoup,org.elasticsearch.search]"
codelibs/elasticsearch-taste,"[org.elasticsearch,org.elasticsearch.action,org.elasticsearch.indices,org.elasticsearch.client,org.apache.mahout.common,org.elasticsearch.index,com.google,org.elasticsearch.node,org.apache.mahout.math,org.elasticsearch.threadpool,org.elasticsearch.plugins,org.codelibs.elasticsearch.runner,org.apache.mahout.math.map,org.junit,org.apache.mahout.math.als,junit.framework,org.apache.mahout.math.stats,org.elasticsearch.common,org.elasticsearch.rest,org.apache.commons.lang3,org.codelibs.elasticsearch.runner.net,org.elasticsearch.search]"
codelibs/jcifs,"[org.slf4j,org.junit.runner,org.bouncycastle.crypto.generators,org.bouncycastle.crypto.digests,org.junit,org.bouncycastle.jce.provider,org.bouncycastle.crypto,org.bouncycastle.util,org.bouncycastle.util.encoders,org.bouncycastle.crypto.macs,org.junit.runners,org.bouncycastle.crypto.params,org.bouncycastle.asn1]"
coderbruis/JavaSourceCodeLearning,"[springfox.documentation.swagger2.annotations,org.apache.rocketmq.client.consumer,com.alibaba.fastjson,org.apache.rocketmq.client.producer,io.jsonwebtoken,org.springframework.test.context.junit4,org.apache.rocketmq.client]"
codesofun/web-bee,"[com.alibaba.fastjson,org.apache.http.client,org.jsoup.nodes,me.tongfei.progressbar,org.apache.http.client.methods,org.jsoup.select,org.elasticsearch.transport.client,org.apache.http.impl.cookie,org.apache.tika.mime,org.junit,org.apache.http.impl.client,org.apache.http.client.config,org.jsoup,org.apache.commons.lang3,redis.clients.jedis]"
codingapi/tx-lcn,"[lombok,io.netty.util.concurrent,com.alibaba.fastjson,io.netty.channel.nio,net.sf.jsqlparser,net.sf.jsqlparser.statement,net.sf.jsqlparser.parser,com.google,io.netty.util,io.netty.channel,org.apache.commons.dbutils.handlers,lombok.experimental,feign,io.netty.handler.logging,com.zaxxer.hikari,com.alibaba.dubbo.common,org.apache.commons.dbutils,net.sf.jsqlparser.schema,io.netty.handler.timeout,io.netty.handler.codec,io.netty.bootstrap,com.alibaba.dubbo.rpc,com.codingapi.txlcn.tc.annotation,com.alibaba.dubbo.common.extension,net.sf.jsqlparser.expression,lombok.extern,io.netty.channel.socket]"
coinbase/coinbase-java,"[org.junit.runner,org.junit,junit.framework,org.junit.runners,org.apache.commons.io]"
commoncrawl/news-crawl,"[com.digitalpebble.stormcrawler.protocol,com.digitalpebble.stormcrawler,org.apache.storm.tuple,com.digitalpebble.stormcrawler.spout,org.apache.storm,com.digitalpebble.stormcrawler.elasticsearch.persistence,crawlercommons,com.digitalpebble.stormcrawler.filtering,com.digitalpebble.stormcrawler.bolt,crawlercommons.sitemaps,com.digitalpebble.stormcrawler.indexing,com.digitalpebble.stormcrawler.util,org.apache.storm.task,com.fasterxml.jackson.databind,com.digitalpebble.stormcrawler.warc,com.google.common.primitives,com.digitalpebble.stormcrawler.persistence,org.apache.storm.topology,com.digitalpebble.stormcrawler.parse,org.apache.storm.metric,org.apache.commons.io]"
commonmark/commonmark-java,"[org.nibor.autolink,org.commonmark.ext.task.list.items,org.commonmark.testutil.example,org.commonmark.ext.image.attributes,org.openjdk.jmh.runner,org.commonmark.ext.gfm.tables,org.commonmark.testutil,org.commonmark.ext.gfm.strikethrough,org.junit.rules,org.commonmark.ext.front.matter,org.junit.runner,org.junit,org.commonmark.node,org.commonmark.parser,org.openjdk.jmh.annotations,org.commonmark.renderer,org.pegdown,org.commonmark.ext.autolink,org.commonmark.ext.ins,org.junit.runners,org.commonmark.internal,org.commonmark]"
confluence-publisher/confluence-publisher,"[org.apache.http.conn.ssl,org.sahli.asciidoc.confluence.publisher.client,org.apache.maven.plugins.annotations,org.apache.maven.it.util,org.sahli.asciidoc.confluence.publisher.converter,io.restassured.response,org.apache.http.client.methods,io.restassured,org.junit.rules,org.junit.runner,org.junit,org.apache.maven.plugin.logging,org.apache.http.impl.client,org.apache.maven.plugin,org.apache.http.client.config,com.fasterxml,org.sonatype.plexus.components.sec.dispatcher,io.restassured.specification,org.apache.http.client.utils,org.hamcrest,org.apache.http.entity.mime,org.mockito,com.google,org.apache.http.entity.mime.content,org.testcontainers,org.apache.maven.it,org.sahli.asciidoc.confluence.publisher.client.metadata,com.github,org.sahli.asciidoc.confluence.publisher.cli,io.restassured.path.json,net.sourceforge.plantuml.cucadiagram,org.sahli.asciidoc.confluence.publisher.client.http,org.mockito.stubbing,org.apache.commons.lang,org.apache,org.junit.runners]"
