repositoryName,packages
klout/brickhouse,"[org.apache.hadoop.hbase,org.apache.hadoop.conf,org.codehaus.jackson,org.joda.time,com.google,org.apache.hadoop.security,org.codehaus.jackson.map,org.joda.time.base,org.apache.hadoop.io,org.apache.hadoop.util.bloom,org.junit,junit.framework,com.clearspring.analytics.stream.cardinality,org.apache.hadoop.util.hash,org.apache.hadoop.hbase.client,org.apache,org.joda.time.format]"
knowitall/reverb,"[opennlp.tools.sentdetect,cc.mallet.types,opennlp.tools.util,opennlp.tools.postag,cc.mallet.fst,edu.washington.cs.knowitall.regex,edu.washington.cs.knowitall.commonlib,cc.mallet.fst.confidence,uk.ac.susx.informatics,org.junit.rules,edu.washington.cs.knowitall.logic,opennlp.tools.chunker,org.junit,org.apache.commons.cli,junit.framework,cc.mallet.pipe.iterator,edu.washington.cs.knowitall.morpha,opennlp.tools.tokenize,org.apache.commons.lang,cc.mallet.pipe]"
knowm/Sundial,"[org.slf4j,org.junit]"
knowm/XChart,"[de.erichseifert.vectorgraphics2d.svg,org.knowm.xchart.internal,org.knowm.xchart.style,org.knowm.xchart,de.erichseifert.vectorgraphics2d.intermediate,de.rototor.pdfbox.graphics2d,de.erichseifert.vectorgraphics2d.util,org.junit.runner,de.erichseifert.vectorgraphics2d,org.junit,org.fest.assertions.api,de.erichseifert.vectorgraphics2d.eps,org.junit.runners,com.madgag.gif.fmsware]"
knowm/Yank,"[com.zaxxer.hikari,org.apache.commons.dbutils,org.slf4j,org.junit,org.apache.commons.dbutils.handlers]"
kobylynskyi/graphql-java-codegen,"[lombok,com.kobylynskyi.graphql.codegen.supplier,org.apache.maven.project,com.fasterxml.jackson.databind.node,graphql.parser,com.fasterxml.jackson.databind.jsontype,org.apache.maven.plugins.annotations,graphql.scalars,graphql.introspection,graphql.language,io.restassured.response,io.restassured,org.junit.jupiter.api,com.kobylynskyi.graphql.codegen.kotlin,org.apache.maven.plugin.logging,freemarker.core,graphql.schema,com.kobylynskyi.graphql.codegen.scala,org.apache.maven.plugin,freemarker.template,org.mapstruct,graphql,io.restassured.specification,com.kobylynskyi.graphql.codegen.model,com.kobylynskyi.graphql.codegen.java,io.restassured.http,com.kobylynskyi.graphql.codegen,freemarker.ext.beans,com.fasterxml.jackson.databind,com.fasterxml.jackson.databind.module,lombok.extern,com.typesafe.config]"
kohlschutter/boilerpipe,"[org.cyberneko.html.xercesbridge,org.cyberneko.html,org.apache.xerces.xni,org.apache.xerces.util,org.apache.xerces.parsers,org.apache.xerces.xni.parser,org.cyberneko.html.filters]"
kohlschutter/junixsocket,"[org.newsclub.lib.junixsocket.common,org.newsclub.net.unix,org.newsclub.lib.junixsocket.custom,org.newsclub.net.unix.rmi]"
kohsuke/args4j,"[org.kohsuke.args4j.spi,org.apache.maven.plugin.logging,junit.framework,org.kohsuke.args4j,org.apache.maven.plugin,org.kohsuke.args4j.apt,org.mockito]"
kohsuke/file-leak-detector,"[org.junit.runner,org.junit,org.kohsuke.args4j,org.kohsuke.asm6.util,org.kohsuke.asm6.commons,org.kohsuke.asm6,org.junit.runners,org.apache.commons.io]"
kokorin/Jaffree,"[org.slf4j,org.junit.rules,org.junit.runner,org.apache.commons.io.output,org.apache.commons.io.input,com.grack.nanojson,org.junit,org.junit.runners]"
komoot/photon,"[org.springframework.jdbc.core,lombok,org.elasticsearch,org.elasticsearch.action,org.elasticsearch.index,spark,org.postgis.jts,org.elasticsearch.plugins,org.springframework.jdbc.datasource,org.elasticsearch.transport,org.elasticsearch.common,com.beust.jcommander,spark.utils,com.vividsolutions.jts.io,com.vividsolutions.jts.linearref,org.elasticsearch.client,org.mockito,com.google,org.elasticsearch.node,org.apache.logging.log4j,org.json,org.slf4j,org.elasticsearch.transport.client,org.elasticsearch.bootstrap,org.apache.commons.dbcp2,org.mockito.stubbing,com.vividsolutions.jts.geom,org.apache.commons.lang3,lombok.extern,org.elasticsearch.search]"
kostaskougios/cloning,"[org.objenesis,org.objenesis.instantiator,org.junit,junit.framework,junit.extensions]"
kpelykh/docker-java,"[com.sun.jersey.core.util,com.sun.jersey.api.client.filter,org.apache.commons.compress.archivers.tar,org.apache.http.client,org.apache.http.conn.ssl,org.hamcrest,org.apache.http.conn.scheme,org.testng,org.testng.annotations,org.slf4j,org.apache.http.impl.client,com.sun.jersey.client.apache4,org.apache.http.impl.conn,com.sun.jersey.api.client.config,org.apache.commons.lang.math,com.sun.jersey.api.client,org.apache.commons.lang,org.apache.commons.io]"
krasa/EclipseCodeFormatter,"[org.easymock,org.eclipse,com.google,org.apache.commons.io]"
krasa/MavenHelper,"[org.apache.commons.lang3.builder,org.apache.commons.lang3,com.rits.cloning]"
krasa/StringManipulation,"[org.apache.commons.text,ro.isdc.wro.model.resource.processor.support,org.apache.commons.lang3.math,org.apache.commons.lang3,org.springframework.web.util]"
kstyrc/embedded-redis,"[org.springframework.data.redis.core,org.junit,org.springframework.data.redis.connection.jedis,org.mockito,com.google,redis.clients.jedis,org.apache.commons.io]"
ktuukkan/marine-api,"[org.junit,junit.framework,gnu.io]"
kuujo/vertigo,"[com.hazelcast.monitor,com.hazelcast.core,org.junit.runner,org.vertx.java.core,org.junit,org.vertx.java.platform,org.vertx.java.platform.impl,net.kuujo.vertigo.network,net.kuujo.vertigo.cluster,org.vertx.testtools,org.junit.runners,net.kuujo.vertigo.io,net.kuujo.vertigo.java,net.kuujo.vertigo]"
kwart/jd-cli,"[com.github.kwart.jd.output,com.github.kwart.jd.options,ch.qos.logback.classic,org.slf4j,org.junit.rules,com.beust.jcommander.converters,org.junit,com.github.kwart.jd.input,com.beust.jcommander,com.beust.jcommander.internal,com.github.kwart.jd]"
kwart/jsignpdf,"[org.bouncycastle.crypto.modes,org.bouncycastle.x509.extension,org.jpedal,org.jpedal.exception,org.bouncycastle.crypto,org.bouncycastle.util.encoders,org.bouncycastle.asn1,org.apache.pdfbox.rendering,com.lowagie.text,org.bouncycastle.crypto.engines,org.apache.commons.io.filefilter,org.apache.pdfbox.pdmodel,com.lowagie.text.pdf,org.bouncycastle.crypto.paddings,org.junit,org.apache.commons.cli,org.apache.commons.io.input,org.bouncycastle.jce.provider,com.sun.pdfview.decrypt,com.sun.pdfview,org.bouncycastle.asn1.x509,org.bouncycastle.crypto.params,org.apache.commons.lang3,org.apache.commons.lang3.text,org.apache.commons.io]"
la-team/light-admin,"[org.lightadmin.api.config.builder,org.lightadmin.core.reporting,org.easymock,org.lightadmin.api.config.unit,org.lightadmin.api.config.management,net.sf.ehcache.constructs.web.filter,org.lightadmin.api.config,org.lightadmin.api.config.utils,org.apache.tika.metadata,org.lightadmin.api.config.annotation,org.imgscalr,org.apache.tika.sax,org.apache.commons.collections15.functors,org.apache.tika.parser,org.lightadmin.core.config.domain]"
laforge49/JActor,"[org.slf4j,junit.framework,org.osgi.service.cm,org.osgi.framework]"
lalithsuresh/rapid,"[io.grpc,junitparams.naming,junitparams,com.vrg.rapid,io.netty.buffer,com.google.errorprone,io.grpc.netty,com.google.protobuf,io.grpc.stub,com.google,io.grpc.inprocess,io.netty.util,io.netty.channel,com.vrg.rapid.messaging,org.slf4j,org.junit.rules,org.junit.runner,org.junit,org.apache.commons.cli,junit.framework,com.vrg.rapid.pb,io.netty.handler,io.netty.bootstrap,net.openhft.hashing,io.grpc.internal]"
langhsu/mblog,"[lombok,org.hibernate.search.jpa,org.apache.shiro.cache.ehcache,org.jsoup.nodes,net.coobird.thumbnailator,com.qiniu.util,org.commonmark.ext.gfm.tables,org.apache.commons.httpclient.params,org.jsoup.select,org.commonmark.ext.front.matter,com.upyun,com.aliyun.oss,org.jsoup.safety,org.commonmark.parser,com.aliyun.oss.model,org.apache.commons.httpclient.methods,org.apache.commons.httpclient,org.apache.commons.io,com,com.alibaba.fastjson,com.qiniu.http,net.coobird.thumbnailator.geometry,com.qiniu.storage,com.google,io.github.biezhi.ome,org.apache.lucene.search.highlight,com.alibaba.fastjson.serializer,com.qiniu.common,com.alibaba.fastjson.support,org.hibernate.search,org.apache.lucene.analysis.cn.smart,org.commonmark.node,org.commonmark.renderer,org.jsoup,com.alibaba.fastjson.annotation,lombok.extern,org.commonmark,org.apache.commons.text]"
larsga/Duke,"[org.apache.lucene.spatial,org.apache.lucene.index,org.apache.lucene.document,com.mongodb,org.elasticsearch.action,org.apache.lucene.search,org.apache.lucene.analysis,org.elasticsearch.client,org.apache.lucene.store,org.elasticsearch.index,com.fasterxml.jackson.core,org.mapdb,org.apache.lucene.spatial.prefix,org.elasticsearch.node,org.apache.lucene.spatial.query,org.bson,com.mongodb.util,org.junit.rules,org.apache.lucene.util,org.junit,org.apache.lucene.analysis.tokenattributes,junit.framework,commonj.timers,org.elasticsearch.common,org.elasticsearch.search]"
latexdraw/latexdraw,"[io.github.interacto.jfx.command,org.junit.jupiter.params.provider,io.github.interacto.jfx.binding.api,io.github.interacto.jfx.interaction.library,io.github.interacto.jfx.ui,org.testfx.framework.junit5,io.reactivex.rxjavafx.observables,io.github.interacto.jfx.test,io.github.interacto.properties,org.antlr.v4.runtime.tree,io.github.interacto.command,io.github.interacto.jfx.binding,io.reactivex.rxjavafx.schedulers,org.junit.jupiter.params,org.antlr.v4.runtime.atn,org.jetbrains.annotations,org.testfx.framework.junit,io.github.interacto.jfx.instrument,org.mockito.junit.jupiter,com.codepoetics.protonpack,io.github.interacto.error,io.github.interacto.instrument,io.github.interacto.command.library,org.antlr.v4.runtime,io.github.interacto.undo,io.github.interacto.fsm]"
lbehnke/hierarchical-clustering-java,[org.junit]
ldbc/ldbc/snb/datagen/spark,"[org.junit,org.javatuples,org.mockito,org.mockito.stubbing,umontreal.iro.lecuyer.probdist]"
leangen/graphql-spqr,"[lombok,ch.qos.logback.classic,graphql,graphql.analysis,javassist.util,com.google,graphql.introspection,graphql.cachecontrol,graphql.language,net.sf.cglib.proxy,net.dongliu.gson,org.slf4j,org.junit.rules,org.junit.runner,io.leangen.geantyref,org.junit,graphql.schema,io.github.classgraph,graphql.execution,io.reactivex,graphql.relay,org.junit.runners]"
leangen/graphql-spqr-spring-boot-starter,"[io.leangen.graphql.execution,io.leangen.graphql.annotations,io.leangen.graphql,io.leangen.graphql.spqr.spring.annotations,io.leangen.graphql.metadata,io.leangen.graphql.generator,io.leangen.graphql.util,io.leangen.graphql.module]"
lejon/T-SNE-Java,"[org.math.plot.render,org.math.plot.plots,org.jblas,org.math.plot.canvas,org.junit,org.apache.commons.cli,org.math.io.files,org.math.plot]"
lemire/externalsortinginjava,"[org.junit,org.apache.commons.csv,org.github.jamm]"
lenve/vhr,"[org.apache.poi.ss,org.apache.poi,org.csource.fastdfs,org.apache.poi.hpsf,org.apache.poi.hssf,org.csource.common]"
leonchen83/redis-rdb-cli,"[com.moilioncircle.redis.rdb.cli.api.sink,com.moilioncircle.redis.rdb.cli.api.sink.listener,com.moilioncircle.redis.replicator.rdb,com.moilioncircle.redis.rdb.cli.api.format.escape,com.moilioncircle.redis.replicator.io,com.moilioncircle.redis.replicator,com.moilioncircle.redis.replicator.cmd,com.moilioncircle.redis.replicator.net,com.moilioncircle.redis.replicator.util,org.influxdb,redis.clients.jedis.exceptions,org.slf4j,com.moilioncircle.redis.rdb.cli.api.format,org.influxdb.dto,org.junit,org.jline.terminal,picocli,com.moilioncircle.redis.rdb.cli.api.sink.cmd,redis.clients.jedis,com.moilioncircle.redis.replicator.event]"
leonchen83/redis-replicator,"[redis.clients.jedis.exceptions,org.slf4j,org.junit,junit.framework,redis.clients.jedis]"
lerry903/RuoYi,"[springfox.documentation.swagger2.annotations,cn.hutool.http,lombok,org.apache.shiro.io,org.apache.shiro.cache.ehcache,com.google.code.kaptcha.text,com.google.code.kaptcha,com.google.code.kaptcha.util,org.apache.commons.fileupload,org.apache.shiro,org.apache.shiro.session,oshi.hardware,cn.hutool.core,oshi,org.jsoup.safety,org.apache.shiro.config,org.apache.shiro.spring.web,com.alibaba.druid.spring.boot.autoconfigure,org.apache.shiro.codec,org.apache.commons.io,org.apache.shiro.authz,org.apache.velocity,com.alibaba.druid.spring.boot.autoconfigure.properties,oshi.util,org.apache.velocity.app,org.apache.shiro.util,org.apache.poi.openxml4j,org.apache.shiro.subject,org.apache.poi.xssf,com.google.code.kaptcha.impl,cn.hutool.json,org.apache.poi.ss,org.apache.shiro.cache,org.apache.shiro.mgt,org.apache.velocity.context,oshi.software,org.jsoup,org.apache.shiro.spring.security,at.pollux.thymeleaf.shiro.dialect,eu.bitwalker.useragentutils,org.apache.shiro.realm,org.apache.shiro.authc,lombok.extern,org.apache.shiro.crypto]"
lets-blade/blade,"[lombok,io.netty.handler.codec.http.multipart,io.netty.handler.codec.http.cookie,com.blade.reflectasm,io.netty.handler.stream,org.mockito,io.netty.handler.ssl,io.netty.channel.epoll,lombok.experimental,org.slf4j,com.mashape.unirest.http,org.junit,junit.framework,org.objectweb.asm,com.mashape.unirest.request,io.netty.handler.codec.http,io.netty.handler.codec.http.websocketx,org.mockito.stubbing,org.junit.runners,lombok.extern]"
lexburner/dubbo-mesh,"[com.coreos.jetcd,io.netty.util.concurrent,io.netty.buffer,io.netty.channel.nio,com.coreos.jetcd.kv,com.coreos.jetcd.options,io.netty.util,io.netty.channel,io.netty.channel.epoll,com.coreos.jetcd.data,io.netty.util.internal,com.coreos.jetcd.lease,io.netty.handler.codec,io.netty.bootstrap,io.netty.util.collection,io.netty.channel.socket]"
lexs/webimageloader,"[android.test,android.support.v4.app,com.webimageloader,com.jakewharton.disklrucache,android.widget,android.annotation,android.os,com.webimageloader.util,com.squareup.okhttp,com.google,com.webimageloader.transformation,android.view,android.net,android.graphics,android.text,android.support.v4.content,android.content,com.webimageloader.ext,android.app,android,android.util]"
lgxqf/UICrawler,"[org.yaml.snakeyaml,org.jcodec.api,io.appium.java_client.remote,org.jcodec.common.model,org.jcodec.common.io,org.jcodec.api.awt,io.appium.java_client.android,org.apache.commons.cli,io.appium.java_client,io.appium.java_client.ios,org.openqa.selenium,io.appium.java_client.functions,org.apache.commons.collections4.map,io.appium.java_client.touch,org.apache.commons.io]"
liaochong/myexcel,"[lombok,org.apache.velocity,com.jfinal.template,org.apache.velocity.app,org.apache.poi.openxml4j,org.jsoup.nodes,groovy.text.markup,org.apache.poi.xssf,org.beetl.core,org.openxmlformats.schemas.spreadsheetml.x2006.main,lombok.experimental,org.jsoup.select,com.github.liaochong.myexcel.core.strategy,org.apache.velocity.runtime,org.junit.jupiter.api,org.thymeleaf.context,com.github.liaochong.myexcel.core,org.apache.commons.csv,com.github.liaochong.myexcel.core.annotation,org.jsoup,org.thymeleaf.templateresolver,org.beetl.core.resource,groovy.text,org.apache.poi.ooxml,freemarker.template,org.thymeleaf,com.github.liaochong.myexcel.utils]"
libraryaddict/LibsDisguises,"[lombok,net.kyori.adventure.text.serializer,org.junit,net.md_5.bungee.chat,net.kyori.adventure.text.minimessage,net.kyori.adventure.text,net.md_5.bungee.api.chat,net.md_5.bungee.api,net.kyori.adventure.text.serializer.gson]"
librespot-org/librespot-java,"[xyz.gianlu.librespot.player.decoders,com.spotify.canvaz,com.spotify.playlist4,org.apache.commons.net.ntp,com.electronwill.nightconfig.toml,com.jcraft.jorbis,io.undertow,io.undertow.websockets,com.spotify,xyz.gianlu.librespot.dacp,com.spotify.explicit,io.undertow.util,com.electronwill,org.apache.commons.net,com.google.protobuf,com.jcraft.jogg,com.spotify.extendedmetadata,okhttp3,com.google,io.undertow.server,io.undertow.io,xyz.gianlu.zeroconf,xyz.gianlu.librespot.player.mixing.output,javazoom.jl.decoder,com.spotify.login5v3,org.slf4j,com.spotify.context,com.spotify.transfer,xyz.gianlu,org.jetbrains,com.spotify.metadata,com.spotify.connectstate,org.apache,com.spotify.storage,okio,xyz.gianlu.librespot]"
licel/jcardsim,"[org.objectweb.asm.commons,org.bouncycastle.crypto.generators,org.bouncycastle.crypto.modes,org.bouncycastle.crypto.digests,org.bouncycastle.asn1.sec,org.bouncycastle.crypto.encodings,org.bouncycastle.crypto,com.esotericsoftware.kryo.io,org.bouncycastle.util.encoders,org.bouncycastle.crypto.macs,org.bouncycastle.crypto.signers,org.bouncycastle.crypto.util,org.bouncycastle.crypto.engines,org.bouncycastle.crypto.paddings,org.bouncycastle.math.ec,junit.framework,com.esotericsoftware.kryo,org.bouncycastle.crypto.agreement,org.bouncycastle.util,org.bouncycastle.asn1.x9,org.bouncycastle.crypto.params,org.bouncycastle.crypto.prng,org.objectweb.asm.tree]"
lingfengsan/MillionHero,"[net.sourceforge.tess4j,com.baidu.aip.nlp,com.baidu.aip.ocr,com.baidu.aip.client,com.google,net.sourceforge.tess4j.util,org.json]"
linlinjava/litemall,"[springfox.documentation.swagger2.annotations,com.github.binarywang.wxpay.bean.request,com.github.binarywang.wxpay.bean.notify,com.github.binarywang.wxpay.bean.order,org.powermock.modules.junit4,com.google.code.kaptcha.util,com.google.code.kaptcha,cn.binarywang.wx.miniapp.builder,com.qiniu.util,com.aliyuncs.http,cn.binarywang.wx.miniapp.api.impl,cn.binarywang.wx.miniapp.config.impl,com.github.binarywang.wxpay.constant,com.github.binarywang.wxpay.service.impl,com.aliyuncs.exceptions,org.powermock.api.mockito,com.auth0.jwt.interfaces,com.aliyun.oss,com.qcloud.cos.utils,com.auth0.jwt.algorithms,com.aliyun.oss.model,com.github.qcloudsms,cn.binarywang.wx.miniapp.config,com.github.qcloudsms.httpclient,com.qcloud.cos.auth,com.github.binarywang.wxpay.exception,org.hibernate.validator.internal,com.github.binarywang.wxpay.config,cn.binarywang.wx.miniapp.bean,com.github.xiaoymin.swaggerbootstrapui,com.auth0.jwt,com.auth0.jwt.exceptions,com.qiniu.storage,com.google,com.qcloud.cos.region,com.qcloud.cos,com.google.code.kaptcha.impl,com.aliyuncs.profile,cn.binarywang.wx.miniapp.api,com.qiniu.common,org.hibernate.validator,com.github.binarywang.wxpay.bean.result,com.aliyuncs,com.qcloud.cos.model,cn.binarywang.wx.miniapp.message,com.github.binarywang.wxpay.service]"
linqs/psl,"[org.apache.commons.configuration2,org.linqs.psl.application.inference,org.linqs.psl.database.loading,org.antlr.v4.runtime.misc,org.linqs.psl.parser.antlr,org.linqs.psl.database.rdbms,org.linqs.psl.model.predicate,org.linqs.psl.config,org.linqs.psl.model.formula,org.junit,org.apache.commons.cli,org.apache.commons.configuration2.ex,org.linqs.psl.parser,org.apache.log4j,org.linqs.psl.reasoner.function,org.linqs.psl.model,org.linqs.psl.grounding,org.linqs.psl.evaluation.statistics,org.linqs.psl.database,org.json.simple,org.postgresql,org.antlr.v4.runtime.tree,org.linqs.psl.model.atom,org.linqs.psl.model.function,org.linqs.psl.model.term,com.zaxxer.hikari,org.linqs.psl.application.learning,com.github,org.slf4j,com.healthmarketscience.sqlbuilder,com.healthmarketscience,org.apache.log4j.helpers,org.antlr.v4.runtime,org.linqs.psl.model.rule,org.linqs.psl.util,org.postgresql.copy]"
lintool/Cloud9,"[org.htmlparser.filters,tl.lin.data.queue,org.apache.pig.backend,org.apache.pig.data,edu.uci.ics.jung.graph,tl.lin.data.fd,edu.uci.ics.jung.algorithms.scoring,tl.lin.data,tl.lin.data.array,info.bliki.wiki.filter,info.bliki.wiki.model,tl.lin.data.pair,org.apache.commons.cli,edu.uci.ics.jung.algorithms.importance,org.apache.hadoop.streaming,org.apache.hadoop.hbase.client,org.htmlparser.util,org.htmlparser.tags,org.apache.commons.lang,edu.uci.ics.jung.algorithms.cluster,org.htmlparser,tl.lin.data.map]"
lintool/Mr.LDA,"[edu.umd.cloud9.util.map,edu.umd.cloud9.util.array,org.apache.hadoop.conf,edu.umd.cloud9.io,edu.umd.cloud9.io.pair,edu.umd.cloud9.io.array,org.apache.hadoop.io,edu.umd.cloud9.io.map,org.apache.hadoop.util,org.apache.lucene.analysis.cn.smart,org.junit,edu.umd.cloud9.math,junit.framework,edu.umd.cloud9.io.triple,org.apache.hadoop.io.compress,org.apache.hadoop.fs]"
lintool/twitter-tools,"[org.apache.thrift.server,org.jsoup.nodes,org.apache.log4j.varia,org.apache.thrift.transport,org.apache.pig.data,org.apache.lucene.store,cc.twittertools.index,com.twitter,it.unimi.dsi.fastutil.longs,org.apache.thrift,org.jsoup.select,org.json.simple.parser,org.apache.thrift.scheme,org.apache.lucene.util,org.junit,org.apache.commons.cli,org.apache.log4j,cc.twittertools.corpus.data,org.apache.commons.io,org.json.simple,org.apache.lucene.index,org.apache.lucene.document,cc.twittertools.search.api,org.apache.log4j.rolling,org.apache.thrift.meta_data,org.apache.hadoop.hbase,org.apache.hadoop.conf,org.apache.lucene.queryparser.classic,org.apache.thrift.async,cc.twittertools.thrift.gen,org.apache.lucene.search,org.apache.lucene.analysis,com.ning.http.client,com.google,org.apache.thrift.protocol,com.ning.http.client.extra,org.apache.hadoop.hbase.util,org.apache.pig,org.apache.tools.bzip2,cc.twittertools.corpus.demo,org.apache.log4j.spi,org.apache.lucene.analysis.tokenattributes,junit.framework,org.apache.lucene.search.similarities,org.jsoup,org.apache.hadoop.hbase.client,twitter4j,org.apache.commons.lang]"
lintool/warcbase,"[org.apache.hadoop.hbase,org.jsoup.nodes,org.archive.wayback.resourceindex,org.archive.util,org.archive.util.io,uk.bl.wa.apache.solr.hadoop,org.apache.lucene.store,org.archive.wayback.core,tl.lin.data.fd,org.apache.solr.core,com.google,org.archive.wayback,org.archive.io.warc,org.archive.wayback.resourcestore,org.jsoup.select,org.apache.lucene.util,org.archive.wayback.util,org.junit,org.archive.wayback.exception,uk.bl.wa.hadoop.indexer,org.apache.solr.client.solrj,org.archive.io.arc,org.jsoup,org.apache.hadoop.hbase.client,org.archive.io,org.archive.util.iterator,org.apache.lucene.util.fst]"
linux-china/spring-boot-dubbo,"[com.alibaba.dubbo.common,com.alibaba.dubbo.config.spring,org.junit.runner,org.junit,com.alibaba.dubbo.common.utils,com.alibaba.dubbo.rpc.service,com.alibaba.dubbo.rpc.listener,com.alibaba.dubbo.registry,com.alibaba.dubbo.rpc,com.alibaba.dubbo.config,com.alibaba.dubbo.common.extension]"
lionsoul2014/jcseg,"[org.lionsoul.jcseg.segmenter,org.lionsoul.jcseg,org.elasticsearch.indices,org.apache.lucene.analysis,org.lionsoul.jcseg.util,org.elasticsearch.index,org.lionsoul.jcseg.extractor,org.opensearch.env,org.eclipse.jetty.server.handler,org.lionsoul.jcseg.fi,org.lionsoul.jcseg.sentence,org.lionsoul.jcseg.dic,org.opensearch.common.inject,org.elasticsearch.plugins,org.elasticsearch.env,org.apache.lucene.util,org.opensearch.common.settings,org.opensearch.index.analysis,org.lionsoul.jcseg.analyzer,org.opensearch.index,org.apache.lucene.analysis.tokenattributes,junit.framework,org.opensearch.plugins,org.elasticsearch.common,org.eclipse.jetty.server,org.opensearch.indices.analysis]"
liuht777/Taroco,"[org.springframework.security.oauth2.provider.code,springfox.documentation.swagger2.annotations,springfox.documentation.swagger2.configuration,org.springframework.security.oauth2.provider.endpoint,org.springframework.security.oauth2.common.exceptions,org.springframework.security.oauth2.provider.error,com.alibaba.fastjson,com.google.code.kaptcha.util,com.google.code.kaptcha,org.springframework.security.oauth2.common,org.springframework.security.oauth2.provider.client,org.springframework.security.oauth2.common.util,com.google.code.kaptcha.impl,cn.hutool.core,com.alibaba.fastjson.serializer,org.springframework.security.oauth2.provider.expression,org.springframework.security.oauth2.provider,org.springframework.security.oauth2.provider.token,org.springframework.security.oauth2.config.annotation,org.apache.commons.lang3,org.apache.commons.io]"
liuweiran900217/CloudCrypto,"[org.bouncycastle.crypto.engines,org.bouncycastle.crypto.generators,org.bouncycastle.crypto.digests,org.junit,org.bouncycastle.math.ec,junit.framework,org.bouncycastle.crypto,Jama,org.bouncycastle.util,org.bouncycastle.util.encoders,org.bouncycastle.crypto.params,org.bouncycastle.asn1]"
liuxx-u/bird-java,"[org.apache.commons.collections,cn.hutool.cache,com.google,org.apache.skywalking.apm.toolkit.opentracing,cn.hutool.core,org.apache.skywalking.apm.toolkit.trace]"
liuyadu/open-cloud,"[com.baomidou.mybatisplus.generator.config,com.aliyuncs,org.activiti.spring.boot,org.lionsoul.ip2region,com.baomidou.mybatisplus.generator,com.aliyuncs.http,com.aliyuncs.profile]"
liyiorg/weixin-popular,"[com.alibaba.fastjson,org.apache.http.client,org.apache.http.conn.ssl,org.apache.http.conn,org.apache.http.entity.mime,org.apache.http.client.protocol,org.apache.http.entity.mime.content,org.apache.http.client.methods,org.slf4j,org.apache.http.impl.client,org.apache.http.impl.conn,com.alibaba.fastjson.annotation,com.sun.xml.bind.marshaller,redis.clients.jedis,com.vdurmont.emoji]"
lkuza2/java-speech-api,"[net.sourceforge.javaflacencoder,org.json]"
lmdbjava/benchmarks,"[org.lwjgl.system,org.lwjgl,org.h2.mvstore,org.apache.commons.math3.random,org.agrona,jetbrains.exodus.env,org.agrona.collections,org.fusesource.leveldbjni,org.mapdb.serializer,org.agrona.concurrent,net.openhft.chronicle.map,org.mapdb,org.fusesource.lmdbjni,net.openhft.chronicle.hash,org.lmdbjava,jetbrains.exodus,jnr.posix,org.openjdk.jmh.annotations,org.iq80.leveldb,org.lwjgl.util.lmdb,net.openhft.hashing,org.rocksdb,jetbrains.exodus.bindings,org.openjdk.jmh.infra]"
lmdbjava/lmdbjava,"[jnr.constants,jnr.ffi,io.netty.buffer,com.jakewharton.byteunits,org.agrona,org.agrona.concurrent,com.google,io.netty.util]"
lmxdawn/him-netty,"[io.netty.util.concurrent,io.netty.buffer,com.alibaba.druid.support,com.alibaba.fastjson,io.netty.channel.nio,io.netty.handler.stream,com.google.protobuf,okhttp3,io.netty.channel,io.netty.handler.timeout,io.netty.handler.codec,io.netty.bootstrap,io.jsonwebtoken,org.apache.commons.lang3,io.netty.channel.socket]"
locationtech/spatial4j,"[org.locationtech.jts.util,org.locationtech.jts.geom.impl,com.fasterxml.jackson.databind.node,org.noggit,org.locationtech.jts.io,com.carrotsearch.randomizedtesting,org.locationtech.jts.operation.valid,org.junit,com.fasterxml.jackson.databind,org.locationtech.jts.geom,org.locationtech.jts.operation.union,com.fasterxml.jackson.databind.module,org.locationtech.jts.algorithm,org.locationtech.jts.geom.prep,com.carrotsearch.randomizedtesting.rules,com.carrotsearch.randomizedtesting.annotations]"
loda-kun/spring-boot-learning,"[springfox.documentation.swagger2.annotations,org.hibernate.query,org.springframework.cloud.config.server,org.hibernate.service,com.google,io.jsonwebtoken,org.hibernate,org.apache.commons.lang3,org.hibernate.boot]"
logstash/logstash-logback-encoder,"[ch.qos.logback.core.encoder,org.mockito.verification,ch.qos.logback.classic,ch.qos.logback.access.spi,ch.qos.logback.core.util,ch.qos.logback.core.boolex,ch.qos.logback.core,org.mockito,com.lmax.disruptor.dsl,ch.qos.logback.core.joran,org.assertj.core.api,com.fasterxml.uuid.impl,com.lmax.disruptor,com.fasterxml.uuid,org.awaitility,ch.qos.logback.core.spi,org.mockito.junit.jupiter,ch.qos.logback.core.status,ch.qos.logback.access,org.assertj.core.util,org.mockito.stubbing,org.awaitility.core,ch.qos.logback.core.read,ch.qos.logback.core.net,ch.qos.logback.core.pattern]"
lookfirst/sardine,"[org.apache.http.client.utils,org.apache.http.client,org.apache.http.conn.ssl,org.apache.http.conn,org.apache.http.client.protocol,org.apache.http.conn.socket,org.apache.tools.ant.types,org.apache.http.client.methods,org.junit.rules,org.apache.http.impl.auth,org.apache.http.impl.cookie,org.junit,org.apache.http.impl.client,org.apache.http.impl.conn,org.apache.http.client.config,org.apache.http.auth,org.apache.http.cookie,org.apache.http.conn.routing,org.apache.tools.ant.util,org.apache.tools.ant,org.junit.experimental]"
luaj/luaj,"[org.luaj.vm2.server,org.luaj.vm2.parser,junit.framework,org.luaj.vm2.lib,org.luaj.vm2.luajc,org.luaj.vm2,org.luaj.vm2.script,org.luaj.vm2.ast,org.luaj.vm2.compiler]"
